,DTH,RTT,DJ,DL,UJ,UL,UTH,YOUTUBE_AUTO_MOS,Depth,Detail_node
10,10825911.45,7218490.0,2067237.85,0.0,2421179.95,0.0,4699155.631,5,8,"['D 1 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 7218490.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2067237.85, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 7218490.0, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2067237.85, M_Val: 11000000) Branch: trueBranch']"
11,11543009.68,3835246.28,623187.18,0.0,495877.1,0.0,18944732.64,5,8,"['D 1 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3835246.28, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 623187.18, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 3835246.28, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 623187.18, M_Val: 11000000) Branch: trueBranch']"
12,10238686.76,13386816.86,849974.86,0.0,363695.0,0.0,6843163.345,5,8,"['D 1 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 13386816.86, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 849974.86, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 13386816.86, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 849974.86, M_Val: 11000000) Branch: trueBranch']"
13,9591643.644,20748800.0,1717010.99,0.0,1172015.81,0.0,2002063.324,5,8,"['D 1 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 20748800.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1717010.99, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 20748800.0, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1717010.99, M_Val: 11000000) Branch: trueBranch']"
14,9838270.616,55369281.68,1886329.74,0.0,1787385.84,0.0,14514902.36,5,8,"['D 1 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 55369281.68, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1886329.74, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 55369281.68, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1886329.74, M_Val: 11000000) Branch: trueBranch']"
15,10041349.45,32170579.68,303464.71,0.0,1178226.0,0.0,12625157.19,5,8,"['D 1 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 32170579.68, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 303464.71, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 32170579.68, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 303464.71, M_Val: 11000000) Branch: trueBranch']"
16,8022137.351,32183950.6,248586.17,0.0,1307066.82,0.0,9460067.506,5,8,"['D 1 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 32183950.6, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 248586.17, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 32183950.6, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 248586.17, M_Val: 11000000) Branch: trueBranch']"
17,9765562.536,35094907.31,222787.01,0.0,1337333.13,0.0,7560544.203,5,8,"['D 1 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 35094907.31, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 222787.01, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 35094907.31, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 222787.01, M_Val: 11000000) Branch: trueBranch']"
18,9697205.486,30738761.96,129933.1,0.0,1246912.31,0.0,10190337.24,5,8,"['D 1 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 30738761.96, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 129933.1, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 30738761.96, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 129933.1, M_Val: 11000000) Branch: trueBranch']"
19,10105063.92,30262684.87,99144.69,0.0,995264.61,0.0,10404547.18,5,8,"['D 1 -> F_name: DTH  (F_Val: 10105063.92, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 30262684.87, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10105063.92, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 99144.69, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10105063.92, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 30262684.87, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 99144.69, M_Val: 11000000) Branch: trueBranch']"
20,10330774.74,34037563.53,343937.08,0.0,1473468.96,0.0,8966571.501,5,8,"['D 1 -> F_name: DTH  (F_Val: 10330774.74, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 34037563.53, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10330774.74, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 343937.08, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10330774.74, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 34037563.53, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 343937.08, M_Val: 11000000) Branch: trueBranch']"
21,9431495.087,2949908.38,578667.76,0.0,212626.95,0.0,12785964.18,5,8,"['D 1 -> F_name: DTH  (F_Val: 9431495.087, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2949908.38, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9431495.087, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 578667.76, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9431495.087, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 2949908.38, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 578667.76, M_Val: 11000000) Branch: trueBranch']"
22,4153509.918,4876166.66,835647.27,0.0,388209.84,0.0,10012423.88,5,8,"['D 1 -> F_name: DTH  (F_Val: 4153509.918, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 4876166.66, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 4153509.918, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 835647.27, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 4153509.918, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 4876166.66, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 835647.27, M_Val: 11000000) Branch: trueBranch']"
23,9951954.45,2622618.81,361845.76,0.0,223645.97,0.0,11286970.24,5,8,"['D 1 -> F_name: DTH  (F_Val: 9951954.45, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2622618.81, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9951954.45, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 361845.76, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9951954.45, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 2622618.81, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 361845.76, M_Val: 11000000) Branch: trueBranch']"
24,9770906.29,2245676.07,193027.02,0.0,169245.48,0.0,15521064.44,5,8,"['D 1 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2245676.07, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 193027.02, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 2245676.07, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 193027.02, M_Val: 11000000) Branch: trueBranch']"
25,9770906.29,2245676.07,193027.02,0.0,169245.48,0.0,15521064.44,5,8,"['D 1 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2245676.07, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 193027.02, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9770906.29, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 2245676.07, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 193027.02, M_Val: 11000000) Branch: trueBranch']"
26,10443743.3,3428869.25,531607.24,0.0,282586.19,0.0,19239776.05,5,8,"['D 1 -> F_name: DTH  (F_Val: 10443743.3, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3428869.25, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10443743.3, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 531607.24, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10443743.3, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 3428869.25, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 531607.24, M_Val: 11000000) Branch: trueBranch']"
27,1347716.613,1765587115.0,16007503.66,0.0,23149664.38,0.0,42874.88351,3,8,"['D 1 -> F_name: DTH  (F_Val: 1347716.613, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1765587115.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16007503.66, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1765587115.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16007503.66, M_Val: 77000000) Branch: trueBranch']"
28,6904033.241,172211718.0,1462940.373,0.25,967358.4,0.0,6688152.991,5,8,"['D 1 -> F_name: DTH  (F_Val: 6904033.241, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 172211718.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 6904033.241, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.25, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1462940.373, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 6904033.241, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 172211718.0, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1462940.373, M_Val: 29000000) Branch: trueBranch']"
29,6550998.812000001,179543672.7,730739.4419,0.14,1780200.72,0.0,1423289.282,5,8,"['D 1 -> F_name: DTH  (F_Val: 6550998.812000001, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 179543672.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 6550998.812000001, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.14, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 730739.4419, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 6550998.812000001, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 179543672.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 730739.4419, M_Val: 29000000) Branch: trueBranch']"
30,10005101.64,183562874.7,877432.6742,0.11,1190373.04,0.0,9299525.378,5,8,"['D 1 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 183562874.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.11, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 877432.6742, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10005101.64, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 183562874.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 877432.6742, M_Val: 29000000) Branch: trueBranch']"
31,611303.5777,819056555.9,5565640.16,0.0,14065320.12,0.0,66521.67674,3,8,"['D 1 -> F_name: DTH  (F_Val: 611303.5777, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 819056555.9, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5565640.16, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 819056555.9, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 611303.5777, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5565640.16, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
