,DTH,RTT,DJ,DL,UJ,UL,UTH,YOUTUBE_AUTO_MOS,Depth,Detail_node
469,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
470,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
471,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
472,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
473,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
474,275959.5864,2296688133.0,16437435.48,0.0,25520021.14,0.0,25927.0109,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
475,1802662.159,1181253140.0,7404031.9,0.0,14816250.84,0.0,26432.04729,3,8,"['D 1 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
476,1802662.159,1181253140.0,7404031.9,0.0,14816250.84,0.0,26432.04729,3,8,"['D 1 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
477,1802662.159,1181253140.0,7404031.9,0.0,14816250.84,0.0,26432.04729,3,8,"['D 1 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
478,1802662.159,1181253140.0,7404031.9,0.0,14816250.84,0.0,26432.04729,3,8,"['D 1 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
479,1802662.159,1181253140.0,7404031.9,0.0,14816250.84,0.0,26432.04729,3,8,"['D 1 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1181253140.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1802662.159, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 7404031.9, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
480,1529580.762,1058008082.0,5231483.92,0.0,17663177.16,0.0,26790.456680000007,3,8,"['D 1 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
481,1529580.762,1058008082.0,5231483.92,0.0,17663177.16,0.0,26790.456680000007,3,8,"['D 1 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
482,1529580.762,1058008082.0,5231483.92,0.0,17663177.16,0.0,26790.456680000007,3,8,"['D 1 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
483,1529580.762,1058008082.0,5231483.92,0.0,17663177.16,0.0,26790.456680000007,3,8,"['D 1 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
484,1529580.762,1058008082.0,5231483.92,0.0,17663177.16,0.0,26790.456680000007,3,8,"['D 1 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1058008082.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1529580.762, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5231483.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
485,119805.2662,420444791.6,2114395.18,0.0,4873420.32,0.0,46135.08718,1,8,"['D 1 -> F_name: DTH  (F_Val: 119805.2662, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2114395.18, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 751500000) Branch: trueBranch']"
486,119805.2662,420444791.6,2114395.18,0.0,4873420.32,0.0,46135.08718,1,8,"['D 1 -> F_name: DTH  (F_Val: 119805.2662, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2114395.18, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 751500000) Branch: trueBranch']"
487,119805.2662,420444791.6,2114395.18,0.0,4873420.32,0.0,46135.08718,1,8,"['D 1 -> F_name: DTH  (F_Val: 119805.2662, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2114395.18, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 751500000) Branch: trueBranch']"
488,119805.2662,420444791.6,2114395.18,0.0,4873420.32,0.0,46135.08718,1,8,"['D 1 -> F_name: DTH  (F_Val: 119805.2662, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2114395.18, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 420444791.6, M_Val: 751500000) Branch: trueBranch']"
489,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
490,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
491,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
492,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
493,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
494,425430.7027,979122637.1,4395038.36,0.0,16745561.04,0.0,33233.36939,3,8,"['D 1 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 979122637.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 425430.7027, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4395038.36, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
495,1862775.029,1250561035.0,5514808.84,0.0,16428969.94,0.0,23718.29104,3,8,"['D 1 -> F_name: DTH  (F_Val: 1862775.029, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1250561035.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5514808.84, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1250561035.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1862775.029, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 5514808.84, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
496,3299185.428000001,1837647773.0,5663570.667,0.125,24264729.52,0.04,68487.3082,1,8,"['D 1 -> F_name: DTH  (F_Val: 3299185.428000001, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1837647773.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.125, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5663570.667, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1837647773.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.125, M_Val: 0.04) Branch: falseBranch', 'D 7 -> F_name: DL  (F_Val: 0.125, M_Val: 0.105) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 1837647773.0, M_Val: 2013000000) Branch: trueBranch']"
497,389096.0929,2382194303.0,29012521.93,0.084210526,38461592.29,0.05,26697.61504,1,8,"['D 1 -> F_name: DTH  (F_Val: 389096.0929, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2382194303.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.084210526, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 29012521.93, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2382194303.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.084210526, M_Val: 0.04) Branch: falseBranch', 'D 7 -> F_name: DL  (F_Val: 0.084210526, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 2382194303.0, M_Val: 1690500000) Branch: falseBranch']"
498,2669350.004,168335219.2,1085760.62,0.0,1899688.3,0.0,187046.6854,5,8,"['D 1 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 168335219.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1085760.62, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 168335219.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1085760.62, M_Val: 4000000) Branch: trueBranch']"
499,2669350.004,168335219.2,1085760.62,0.0,1899688.3,0.0,187046.6854,5,8,"['D 1 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 168335219.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1085760.62, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2669350.004, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 168335219.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1085760.62, M_Val: 4000000) Branch: trueBranch']"
500,2769817.434,170246396.2,577495.9,0.0,1737920.24,0.0,1178087.429,5,8,"['D 1 -> F_name: DTH  (F_Val: 2769817.434, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 170246396.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2769817.434, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 577495.9, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2769817.434, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 170246396.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 577495.9, M_Val: 4000000) Branch: trueBranch']"
