,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
1725,1725,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1726,1726,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1727,1727,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1728,1728,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1729,1729,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1730,1730,1,6,"['D 1 -> F_name: DTH  (F_Val: 419114.9179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.87, M_Val: 0.275) Branch: falseBranch', 'D 4 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 585500000) Branch: falseBranch', 'D 5 -> F_name: RTT  (F_Val: 998991219.2, M_Val: 897500000) Branch: falseBranch', 'D 6 -> F_name: DJ  (F_Val: 100911088.2, M_Val: 500000) Branch: falseBranch']"
1731,1731,5,8,"['D 1 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 200475112.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1341641.737, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 200475112.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1341641.737, M_Val: 29000000) Branch: trueBranch']"
1732,1732,5,8,"['D 1 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 200475112.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1341641.737, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 8983521.65, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 200475112.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1341641.737, M_Val: 29000000) Branch: trueBranch']"
1733,1733,5,8,"['D 1 -> F_name: DTH  (F_Val: 9724130.179, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 208741970.9, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9724130.179, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2507711.74, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9724130.179, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 208741970.9, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 2507711.74, M_Val: 29000000) Branch: trueBranch']"
1734,1734,5,8,"['D 1 -> F_name: DTH  (F_Val: 8850847.041000001, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 149641505.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 8850847.041000001, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 385005.64, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 8850847.041000001, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 149641505.1, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 385005.64, M_Val: 11000000) Branch: trueBranch']"
1735,1735,3,8,"['D 1 -> F_name: DTH  (F_Val: 3044563.526, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 753416625.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.02, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2792576.776, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 753416625.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 3044563.526, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2792576.776, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.02, M_Val: 0.105) Branch: trueBranch']"
1736,1736,3,8,"['D 1 -> F_name: DTH  (F_Val: 3044563.526, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 753416625.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.02, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2792576.776, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 753416625.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 3044563.526, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2792576.776, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.02, M_Val: 0.105) Branch: trueBranch']"
1737,1737,3,8,"['D 1 -> F_name: DTH  (F_Val: 3338043.548, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2040010519.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6673710.58, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2040010519.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 6673710.58, M_Val: 77000000) Branch: trueBranch']"
1738,1738,3,8,"['D 1 -> F_name: DTH  (F_Val: 3338043.548, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2040010519.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6673710.58, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2040010519.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 6673710.58, M_Val: 77000000) Branch: trueBranch']"
1739,1739,3,8,"['D 1 -> F_name: DTH  (F_Val: 1334463.1, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 796929617.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 13442429.52, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 796929617.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1334463.1, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 13442429.52, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch']"
1740,1740,3,8,"['D 1 -> F_name: DTH  (F_Val: 1334463.1, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 796929617.2, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 13442429.52, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 796929617.2, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1334463.1, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 13442429.52, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch']"
1741,1741,3,8,"['D 1 -> F_name: DTH  (F_Val: 813535.6017, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 767369209.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.05, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3128121.368, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 767369209.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 813535.6017, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3128121.368, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.05, M_Val: 0.105) Branch: trueBranch']"
1742,1742,3,8,"['D 1 -> F_name: DTH  (F_Val: 813535.6017, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 767369209.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.05, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3128121.368, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 767369209.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 813535.6017, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3128121.368, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.05, M_Val: 0.105) Branch: trueBranch']"
1743,1743,3,8,"['D 1 -> F_name: DTH  (F_Val: 2317745.505, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 910032912.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.03, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4154208.928, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 910032912.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2317745.505, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4154208.928, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.03, M_Val: 0.105) Branch: trueBranch']"
1744,1744,3,8,"['D 1 -> F_name: DTH  (F_Val: 2317745.505, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 910032912.8, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.03, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4154208.928, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 910032912.8, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2317745.505, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4154208.928, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.03, M_Val: 0.105) Branch: trueBranch']"
1745,1745,3,8,"['D 1 -> F_name: DTH  (F_Val: 3237282.495, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 454511411.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 751591.7576, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 454511411.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 3237282.495, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 751591.7576, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch']"
1746,1746,3,8,"['D 1 -> F_name: DTH  (F_Val: 836968.7609, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3204694537.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 6902715.16, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3204694537.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 6902715.16, M_Val: 77000000) Branch: trueBranch']"
1747,1747,1,8,"['D 1 -> F_name: DTH  (F_Val: 86421.24919, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 4201146.465, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 751500000) Branch: trueBranch']"
1748,1748,1,8,"['D 1 -> F_name: DTH  (F_Val: 86421.24919, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 4201146.465, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 751500000) Branch: trueBranch']"
1749,1749,1,8,"['D 1 -> F_name: DTH  (F_Val: 86421.24919, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 4201146.465, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 751500000) Branch: trueBranch']"
1750,1750,1,8,"['D 1 -> F_name: DTH  (F_Val: 86421.24919, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 4201146.465, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 738091583.6, M_Val: 751500000) Branch: trueBranch']"
1751,1751,3,8,"['D 1 -> F_name: DTH  (F_Val: 1090950.456, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 772523468.6, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3164483.758, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 772523468.6, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1090950.456, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3164483.758, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch']"
1752,1752,3,8,"['D 1 -> F_name: DTH  (F_Val: 1090950.456, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 772523468.6, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3164483.758, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 772523468.6, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1090950.456, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3164483.758, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.01, M_Val: 0.105) Branch: trueBranch']"
1753,1753,1,8,"['D 1 -> F_name: DTH  (F_Val: 133490.2805, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.02, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 760283.3469, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 751500000) Branch: falseBranch']"
1754,1754,1,8,"['D 1 -> F_name: DTH  (F_Val: 133490.2805, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.02, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 760283.3469, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 286500000) Branch: falseBranch', 'D 8 -> F_name: RTT  (F_Val: 758187580.1, M_Val: 751500000) Branch: falseBranch']"
1755,1755,3,8,"['D 1 -> F_name: DTH  (F_Val: 1072317.872, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 571282519.5, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.03, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2934967.918, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 571282519.5, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1072317.872, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2934967.918, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.03, M_Val: 0.105) Branch: trueBranch']"
1756,1756,3,8,"['D 1 -> F_name: DTH  (F_Val: 1072317.872, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 571282519.5, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.03, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 2934967.918, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 571282519.5, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1072317.872, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 2934967.918, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.03, M_Val: 0.105) Branch: trueBranch']"
1757,1757,2,8,"['D 1 -> F_name: DTH  (F_Val: 894343.5040000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1416151570.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.06, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3407719.872, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1416151570.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.06, M_Val: 0.04) Branch: falseBranch', 'D 7 -> F_name: DL  (F_Val: 0.06, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 1416151570.0, M_Val: 1690500000) Branch: trueBranch']"
1758,1758,5,8,"['D 1 -> F_name: DTH  (F_Val: 5796579.312000001, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 244032183.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 5796579.312000001, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.02, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1101017.878, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 5796579.312000001, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 244032183.2, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 1101017.878, M_Val: 29000000) Branch: trueBranch']"
1759,1759,5,8,"['D 1 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 237293735.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2192347.495, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 237293735.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 2192347.495, M_Val: 29000000) Branch: trueBranch']"
1760,1760,5,8,"['D 1 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 237293735.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.01, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2192347.495, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 3521301.456, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 237293735.7, M_Val: 157500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 2192347.495, M_Val: 29000000) Branch: trueBranch']"
