,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
389,389,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
390,390,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
391,391,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
392,392,5,8,"['D 1 -> F_name: DTH  (F_Val: 1750985.507, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 165508634.6, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1750985.507, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 428678.46, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1750985.507, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 165508634.6, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 428678.46, M_Val: 4000000) Branch: trueBranch']"
393,393,3,8,"['D 1 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164371023.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 375000) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 224931.48, M_Val: 206000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 224931.48, M_Val: 77000000) Branch: trueBranch']"
394,394,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
395,395,3,8,"['D 1 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164371023.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 242227.6457, M_Val: 375000) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 224931.48, M_Val: 206000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 224931.48, M_Val: 77000000) Branch: trueBranch']"
396,396,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
397,397,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
398,398,3,8,"['D 1 -> F_name: DTH  (F_Val: 725792.78, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 167235815.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 725792.78, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 725792.78, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 448977.56, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 167235815.4, M_Val: 7500000) Branch: falseBranch']"
399,399,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
400,400,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
401,401,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
402,402,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
403,403,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
404,404,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
405,405,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
406,406,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
407,407,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
408,408,5,8,"['D 1 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 241801.92, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2692184.791, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 148843709.2, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 241801.92, M_Val: 4000000) Branch: trueBranch']"
409,409,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
410,410,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
411,411,3,8,"['D 1 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 589599.68, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 7500000) Branch: falseBranch']"
412,412,3,8,"['D 1 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 589599.68, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 7500000) Branch: falseBranch']"
413,413,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
414,414,3,8,"['D 1 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 589599.68, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 7500000) Branch: falseBranch']"
415,415,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
416,416,3,8,"['D 1 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 729049.7914, M_Val: 375000) Branch: falseBranch', 'D 5 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 6 -> F_name: DJ  (F_Val: 589599.68, M_Val: 77000000) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 8 -> F_name: RTT  (F_Val: 184081103.1, M_Val: 7500000) Branch: falseBranch']"
417,417,5,8,"['D 1 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164493718.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 486395.98, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164493718.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 486395.98, M_Val: 4000000) Branch: trueBranch']"
418,418,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
419,419,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
420,420,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
421,421,3,8,"['D 1 -> F_name: DTH  (F_Val: 196599.8522, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2617707722.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 10536061.6, M_Val: 77000000) Branch: trueBranch']"
422,422,5,8,"['D 1 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 926484.82, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1347482.4840000002, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 138661681.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 926484.82, M_Val: 4000000) Branch: trueBranch']"
423,423,5,8,"['D 1 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 164493718.4, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 486395.98, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1630358.217, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 164493718.4, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 486395.98, M_Val: 4000000) Branch: trueBranch']"
