,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
117,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:27.772000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:33.570000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:38.034000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
120,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:43.647000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
121,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:54.062000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
122,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:19:07.540000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
123,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:19:12.390000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
124,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:19:17.278000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
125,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:19:21.992000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
126,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:19:27.368000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
127,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:32.643000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
128,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:37.952000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
129,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:42.858000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
130,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:47.741000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
131,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:56.870000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
132,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:02.246000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
133,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:13.747000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
134,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:19.103000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:17.330000,#NULL!,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
135,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:44.041000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:17.330000,#NULL!,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
136,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:48.470000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:17.330000,#NULL!,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
137,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:20:58.766000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:17.330000,#NULL!,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
138,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:21:41.286000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:21:57.436000,691863236.2,0.0,0.0,6319718.08,10314399.7,1309149.946,32460.78097,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-69.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
139,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:21:45.952000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:21:57.436000,691863236.2,0.0,0.0,6319718.08,10314399.7,1309149.946,32460.78097,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-69.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
140,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:22:12.851000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:21:57.436000,691863236.2,0.0,0.0,6319718.08,10314399.7,1309149.946,32460.78097,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-69.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
141,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:22:25.467000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:21:57.436000,691863236.2,0.0,0.0,6319718.08,10314399.7,1309149.946,32460.78097,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-69.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
142,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:01.157000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
143,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:06.788000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
144,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:15.951000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
145,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:21.225000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
146,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:26.636000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
147,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:24:26.636000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
148,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:24:31.911000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
149,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:24:37.338000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
150,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:24:42.447000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
151,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:24:50.323000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
152,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:24:55.192000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:25:02.217000,602972744.7,0.0,0.0,3300204.8,9215365.9,846263.2752,30646.452680000002,4.0,4.0,3G,HSPA,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
153,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:25:54.878000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
154,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:25:59.527000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
155,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:26:14.355000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
156,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:26:14.355000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
157,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:26:19.105000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
158,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:26:23.704000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
159,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:26:44.448000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
160,YOUTUBE___GENERAL___MOS,5,2019-07-13 10:26:49.132000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:26:45.399000,233617533,0.0,0.0,1286389.64,3982891.3,333648.8332,29159.99966,4.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-67.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
161,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:03.364000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
162,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:08.554000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
163,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:13.220000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
164,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:18.410000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
165,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:23.702000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:28:28.540000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:33.272000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
168,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:28:37.938000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
169,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:29:24.500000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
170,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:30:02.219000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:28:23.637000,610680373.1,0.0,0.0,3228750.14,9003153.98,472945.471,30487.506789999996,4.0,4.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
172,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:32:43.376000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:33:28.791000,3454587282,0.0,0.0,3649125.24,22741111.16,337162.35299999994,27835.001310000003,4.0,2.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-74.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
173,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:32:49.157000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:33:28.791000,3454587282,0.0,0.0,3649125.24,22741111.16,337162.35299999994,27835.001310000003,4.0,2.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-74.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
174,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:32:58.811000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:33:28.791000,3454587282,0.0,0.0,3649125.24,22741111.16,337162.35299999994,27835.001310000003,4.0,2.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-74.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
175,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:33:04.288000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:33:28.791000,3454587282,0.0,0.0,3649125.24,22741111.16,337162.35299999994,27835.001310000003,4.0,2.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-74.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
252,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:18.218000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:23.626000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:34.491000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:43.001000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:18.218000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:29:49.831000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,YOUTUBE___GENERAL___MOS,3,2019-07-14 11:30:09.240000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:30:20.095000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,YOUTUBE___GENERAL___MOS,3,2019-07-14 11:30:36.308000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,YOUTUBE___GENERAL___MOS,5,2019-07-14 11:31:10.530000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,YOUTUBE___GENERAL___MOS,3,2019-07-14 11:31:27.385000,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:32:32.715000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:32:58.535000,1369900976,0.0,0.0,8403563.6,19952220.28,128177.0976,55337.14445,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
264,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:32:39.545000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:32:58.535000,1369900976,0.0,0.0,8403563.6,19952220.28,128177.0976,55337.14445,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
265,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:32:45.517000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:32:58.535000,1369900976,0.0,0.0,8403563.6,19952220.28,128177.0976,55337.14445,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
266,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:33:02.792000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:32:58.535000,1369900976,0.0,0.0,8403563.6,19952220.28,128177.0976,55337.14445,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
267,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:33:08.287000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:32:58.535000,1369900976,0.0,0.0,8403563.6,19952220.28,128177.0976,55337.14445,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
268,YOUTUBE___GENERAL___MOS,4,2019-07-14 11:33:34.713000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-14 11:33:36.509000,576791609.3,0.0,0.0,6371749.74,7974541.44,414070.6761,478295.8265,4.0,4.0,3G,HSPAP,6719114.0,1103.0,-1.0,63601.0,et,-69.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
