,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
245,435,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:14:39.316000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
246,436,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:14:43.763000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
247,437,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:14:48.480000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
248,438,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:14:54.093000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
249,439,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:14:58.928000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
250,440,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:15:03.628000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
251,441,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:15:08.260000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
252,442,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:15:12.761000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
253,443,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:15:17.468000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
254,444,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:15:23.325000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
255,445,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:15:35.193000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
256,446,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:15:42.075000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
257,447,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:15:49.465000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:14:30.416000,180906200.8,0.0,0.0,564671.16,3064049.0,2457939.1780000003,27728.26981,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
258,448,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:16:02.312000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
259,449,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:16:10.596000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
260,450,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:16:15.465000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
261,451,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:16:20.149000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
262,452,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:16:25.458000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
263,453,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:16:31.696000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
264,454,YOUTUBE___GENERAL___MOS,1,2019-07-16 09:16:36.616000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
265,455,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:17:04.278000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
266,456,YOUTUBE___GENERAL___MOS,5,2019-07-16 09:17:10.261000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
267,457,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:17:15.671000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
268,458,YOUTUBE___GENERAL___MOS,3,2019-07-16 09:17:23.888000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
269,459,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:17:28.537000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:17:09.568000,986915086.2,0.0,0.0,4016608.26,18108479.48,2681772.674,180379.956,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
270,460,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:00.203000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
271,461,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:05.110000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
272,462,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:10.145000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
273,463,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:14.862000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
274,464,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:19.832000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
275,465,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:24.854000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
276,466,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:18:40.341000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
277,467,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:07.273000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
278,468,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:11.957000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
279,469,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:16.623000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
280,470,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:21.306000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
281,471,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:21.306000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
282,472,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:26.006000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
283,473,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:33.631000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
284,474,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:48.814000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
285,475,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:19:55.813000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
286,476,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:00.902000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
287,477,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:05.570000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
288,478,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:10.475000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
289,479,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:10.475000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:18:33.869000,1179355041.0,0.0,0.0,13761870.78,21952548.68,2104266.837,29168.9114,5.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
290,480,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:15.345000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
291,481,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:20:51.555000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
292,482,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:21:00.094000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
293,483,YOUTUBE___GENERAL___MOS,3,2019-07-16 09:21:08.157000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
294,484,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:21:12.890000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
295,485,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:21:17.591000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
296,486,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:21:22.122000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
297,487,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:21:26.960000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
298,488,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:04.308000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
299,489,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:11.271000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
300,490,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:15.988000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
301,491,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:20.603000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:21:52.714000,490060091.6,0.0,0.0,5273535.3,7144843.88,452812.1796,28787.230089999997,4.0,4.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-76.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
302,492,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:25.320000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
303,493,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:30.124000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
304,494,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:34.872000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
305,495,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:39.269000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
306,496,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:22:59.828000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
307,497,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:23:06.117000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
308,498,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:23:14.452000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
309,499,YOUTUBE___GENERAL___MOS,4,2019-07-16 09:23:19.287000,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,2019-07-16 09:22:49.891000,558207467.7,0.0,0.0,4146733.58,8624966.42,831588.1952,30775.40945,4.0,4.0,3G,HSPAP,6718016.0,1103.0,-1.0,63601.0,et,-70.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
