,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
0,8,WEB___GENERAL___MOS,1,2018-03-25 21:10:37.285000,967806a3-f2c5-4161-a6a5-f6dd8f1403ca,2018-03-25 21:10:13.579000,283621531.3,0.0,0.0,1764648.08,3778392.36,3240557.8460000004,295336.0927,5.0,5.0,3G,HSPAP,20933543.0,10701.0,421.0,20810.0,fr,-113.0,1.0,False,True,True,False,False,False,inf,2147483647.0,0x
1,15,INSTAGRAM___GENERAL___MOS,3,2019-04-18 18:55:07.740000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 18:54:59.925000,12767780.0,0.0,0.0,941168.87,205313.37,7179501.707,6079195.992000001,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
2,16,FACEBOOK___GENERAL___MOS,2,2019-04-18 18:56:35.792000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 18:56:58.624000,20419040.0,0.0,0.0,2529481.18,1720606.65,6206060.606000001,4709789.906,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
3,17,INSTAGRAM___GENERAL___MOS,3,2019-04-18 18:57:46.367000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 18:57:57.882000,4210950.0,0.0,0.0,1076875.16,763994.16,4654930.16,5150050.964,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
4,18,FACEBOOK___GENERAL___MOS,2,2019-04-18 19:00:36.788000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:00:57.256000,2102830.0,0.0,0.0,370968.15,142236.89,10368824.79,5089374.56,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
5,19,FACEBOOK___GENERAL___MOS,5,2019-04-18 19:02:47.048000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:02:57.318000,4945840.0,0.0,0.0,1050905.33,446649.53,10811594.82,4438059.2469999995,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
6,20,INSTAGRAM___GENERAL___MOS,5,2019-04-18 19:03:26.522000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:02:57.318000,4945840.0,0.0,0.0,1050905.33,446649.53,10811594.82,4438059.2469999995,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
7,21,EMAIL___GENERAL___MOS,4,2019-04-18 19:04:12.602000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:03:57.421000,2104180.0,0.0,0.0,375038.9,113679.02,10059338.35,5702396.336,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
8,22,NETFLIX___GENERAL___MOS,4,2019-04-18 19:05:45.347000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:05:57.921000,6081600.0,0.0,0.0,1206762.05,998650.75,7764705.882,4971255.857,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
9,23,SNAPCHAT___GENERAL___MOS,1,2019-04-18 19:06:17.925000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:05:57.921000,6081600.0,0.0,0.0,1206762.05,998650.75,7764705.882,4971255.857,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
10,24,INSTAGRAM___GENERAL___MOS,1,2019-04-18 19:15:55.334000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:15:57.232000,3530840.0,0.0,0.0,527979.49,266957.34,10238448.72,4716951.853999999,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
11,25,INSTAGRAM___GENERAL___MOS,5,2019-04-18 19:39:30.387000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:39:57.880000,7218490.0,0.0,0.0,2067237.85,2421179.95,10825911.45,4699155.631,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
12,26,SPOTIFY___GENERAL___MOS,5,2019-04-19 10:55:49.428000,86ac0398-dca7-404a-bf79-4d23da9ec447,2019-04-19 10:56:12.129000,3835246.28,0.0,0.0,623187.18,495877.1,11543009.68,18944732.64,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-63.0,5.0,False,True,False,False,False,True,-65.0,4.0,INRIA-interne
13,27,HANGOUTS___GENERAL___MOS,4,2019-04-23 10:39:59.229000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-23 10:39:33.473000,13386816.86,0.0,0.0,849974.86,363695.0,10238686.76,6843163.345,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
14,28,EMAIL___GENERAL___MOS,5,2019-05-07 13:08:14.111000,9a1161bd-9140-4c42-af7b-25f7423c73f1,2019-05-07 13:08:34.102000,51196364.58,0.0,0.0,791526.44,1510031.65,7699784.129,1837263.5680000002,5.0,5.0,4G,LTE,1377299.0,49803.0,11.0,20810.0,fr,-111.0,3.0,False,True,True,False,False,False,inf,2147483647.0,<unknown ssid>
15,29,YOUTUBE___VIDEO_PLAYBACK___S_144___MOS,5,2019-05-14 16:42:02.574000,aebcc31b-34b5-4fef-bd52-d8fab9cfb9ed,2019-05-14 16:41:53.845000,20748800.0,0.0,0.0,1717010.99,1172015.81,9591643.644,2002063.324,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
16,30,INSTAGRAM___GENERAL___MOS,5,2019-05-15 11:42:06.351000,d2b26cdd-5361-4d1b-bfe2-a26a6cd58b82,2019-05-15 11:41:54.839000,55369281.68,0.0,0.0,1886329.74,1787385.84,9838270.616,14514902.36,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-85.0,5.0,False,True,False,False,False,True,-70.0,4.0,INRIA-interne
17,31,NETFLIX___GENERAL___MOS,5,2019-05-16 17:52:21.667000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:52:06.249000,32170579.68,0.0,0.0,303464.71,1178226.0,10041349.45,12625157.19,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-91.0,4.0,False,True,False,False,False,True,-46.0,5.0,Error 404
18,32,TELEGRAM___GENERAL___MOS,5,2019-05-16 17:53:18.769000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:53:06.030000,32183950.6,0.0,0.0,248586.17,1307066.82,8022137.351,9460067.506000001,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-93.0,4.0,False,True,False,False,False,True,-49.0,5.0,Error 404
19,33,SKYPE___CHAT_AUDIO_MESSAGE___MOS,5,2019-05-16 17:57:29.991000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:57:22.307000,35094907.31,0.0,0.0,222787.01,1337333.13,9765562.536,7560544.203,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-91.0,4.0,False,True,False,False,False,True,-46.0,5.0,Error 404
20,34,SKYPE___CHAT_IMAGE_MESSAGE___MOS,5,2019-05-16 18:13:31.270000,4d8f5198-c6e6-49b4-ac57-02c5a949638e,2019-05-16 18:13:11.690000,30738761.96,0.0,0.0,129933.1,1246912.31,9697205.486,10190337.24,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-95.0,4.0,False,True,False,False,False,True,-59.0,5.0,Error 404
21,35,SKYPE___CHAT___MOS,5,2019-05-16 18:29:17.625000,b74aad70-0b99-4c4f-a932-509b36ef7b7d,2019-05-16 18:29:05.819000,30262684.87,0.0,0.0,99144.69,995264.61,10105063.92,10404547.18,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-95.0,4.0,False,True,False,False,False,True,-62.0,5.0,Error 404
22,36,TWITTER___GENERAL___MOS,5,2019-05-16 18:29:45.225000,b74aad70-0b99-4c4f-a932-509b36ef7b7d,2019-05-16 18:30:05.516000,34037563.53,0.0,0.0,343937.08,1473468.96,10330774.74,8966571.501,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-97.0,4.0,False,True,False,False,False,True,-56.0,5.0,Error 404
23,38,INSTAGRAM___GENERAL___MOS,5,2019-05-17 12:57:53.945000,b74aad70-0b99-4c4f-a932-509b36ef7b7d,2019-05-17 12:57:58.018000,2949908.38,0.0,0.0,578667.76,212626.95,9431495.087000001,12785964.18,5.0,5.0,UNKNOWN,UNKNOWN,48234.0,29188.0,-1.0,20801.0,fr,-97.0,4.0,False,True,False,False,False,True,-62.0,5.0,INRIA-interne
24,39,SKYPE___CHAT_VIDEO_MESSAGE___MOS,5,2019-05-17 13:03:06.441000,b74aad70-0b99-4c4f-a932-509b36ef7b7d,2019-05-17 13:03:29.834000,4876166.66,0.0,0.0,835647.27,388209.84,4153509.918,10012423.88,5.0,5.0,UNKNOWN,UNKNOWN,48234.0,29188.0,-1.0,20801.0,fr,-91.0,4.0,False,True,False,False,False,True,-71.0,4.0,INRIA-interne
25,40,NETFLIX___GENERAL___MOS,5,2019-06-17 11:09:55.684000,2e604f35-a694-4898-b0e9-5cfbcd785fd4,2019-06-17 11:10:12.147000,2622618.81,0.0,0.0,361845.76,223645.97,9951954.45,11286970.24,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-73.0,5.0,False,True,False,False,False,True,-69.0,4.0,INRIA-interne
26,41,VIBER___GENERAL___MOS,5,2019-06-17 11:24:21.603000,912525d0-1113-4b1e-9a7b-dc022ef005ba,2019-06-17 11:24:39.745000,2245676.07,0.0,0.0,193027.02,169245.48,9770906.29,15521064.44,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-75.0,5.0,False,True,False,False,False,True,-65.0,4.0,INRIA-interne
27,42,YOUTUBE___VIDEO_PLAYBACK___S_1440___MOS,5,2019-06-17 11:25:01.795000,912525d0-1113-4b1e-9a7b-dc022ef005ba,2019-06-17 11:24:39.745000,2245676.07,0.0,0.0,193027.02,169245.48,9770906.29,15521064.44,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-75.0,5.0,False,True,False,False,False,True,-65.0,4.0,INRIA-interne
28,44,WHATSAPP___GENERAL___MOS,5,2019-06-17 14:13:31.791000,912525d0-1113-4b1e-9a7b-dc022ef005ba,2019-06-17 14:13:35.046000,3428869.25,0.0,0.0,531607.24,282586.19,10443743.3,19239776.05,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-89.0,5.0,False,True,False,False,False,True,-78.0,3.0,INRIA-interne
29,58,YOUTUBE___GENERAL___MOS,3,2019-07-10 09:45:16.489000,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,2019-07-10 09:45:13.164000,1765587115.0,0.0,0.0,16007503.66,23149664.38,1347716.6130000001,42874.88351,5.0,3.0,3G,HSUPA,6649652.0,1101.0,0.0,63601.0,et,-83.0,5.0,False,True,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
30,67,YOUTUBE___GENERAL___MOS,1,2019-07-10 15:59:25.995000,547119ec-f0f8-4246-b8b6-db8a7c881e5c,2019-07-10 15:59:41.812000,172211718.0,0.25,0.0,1462940.3730000001,967358.4,6904033.241,6688152.991,1.0,1.0,4G,LTE,270851.0,11212.0,-1.0,63601.0,et,-92.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
31,68,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:01:35.199000,547119ec-f0f8-4246-b8b6-db8a7c881e5c,2019-07-10 16:01:29.867000,179543672.7,0.14,0.0,730739.4419,1780200.72,6550998.812000001,1423289.282,5.0,3.0,4G,LTE,270849.0,11212.0,-1.0,63601.0,et,-95.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
32,69,YOUTUBE___GENERAL___MOS,2,2019-07-10 16:18:20.387000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:18:07.842000,205577013.6,0.15,0.0,421224.1176,2832199.08,9448043.229,1255947.446,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
33,70,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:18:30.920000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:18:53.835000,192238904.1,0.15,0.0,479808.2353,11376777.94,9199998.872000001,1861018.515,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-99.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
34,71,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:18:46.542000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:18:53.835000,192238904.1,0.15,0.0,479808.2353,11376777.94,9199998.872000001,1861018.515,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-99.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
35,72,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:19:12.273000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:18:53.835000,192238904.1,0.15,0.0,479808.2353,11376777.94,9199998.872000001,1861018.515,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-99.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
36,73,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:19:23.752000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:19:53.061000,199196558.2,0.14,0.0,742840.9302,3030300.52,8918991.222000001,2184977.577,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
37,74,YOUTUBE___GENERAL___MOS,2,2019-07-10 16:19:33.033000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:19:53.061000,199196558.2,0.14,0.0,742840.9302,3030300.52,8918991.222000001,2184977.577,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
38,75,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:19:42.651000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:19:53.061000,199196558.2,0.14,0.0,742840.9302,3030300.52,8918991.222000001,2184977.577,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
39,76,YOUTUBE___GENERAL___MOS,2,2019-07-10 16:19:53.708000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:19:53.061000,199196558.2,0.14,0.0,742840.9302,3030300.52,8918991.222000001,2184977.577,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
40,77,YOUTUBE___GENERAL___MOS,3,2019-07-10 16:20:02.755000,2d8046c6-adc9-4fe1-ab95-8ed857d6de23,2019-07-10 16:19:53.061000,199196558.2,0.14,0.0,742840.9302,3030300.52,8918991.222000001,2184977.577,5.0,3.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-100.0,4.0,False,False,False,False,False,False,inf,2147483647.0,0x
41,86,YOUTUBE___GENERAL___MOS,4,2019-07-11 15:38:43.617000,547119ec-f0f8-4246-b8b6-db8a7c881e5c,2019-07-11 15:38:41.159000,183562874.7,0.11,0.0,877432.6742,1190373.04,10005101.64,9299525.377999999,1.0,4.0,4G,LTE,270851.0,11212.0,-1.0,63601.0,et,-95.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
42,104,YOUTUBE___GENERAL___MOS,2,2019-07-13 04:09:41.627000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:09:06.785000,819056555.9,0.0,0.0,5565640.16,14065320.12,611303.5777,66521.67674,4.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
43,105,YOUTUBE___GENERAL___MOS,4,2019-07-13 04:09:50.461000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
44,106,YOUTUBE___GENERAL___MOS,3,2019-07-13 04:10:00.050000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
45,107,YOUTUBE___GENERAL___MOS,3,2019-07-13 04:10:10.466000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
46,108,YOUTUBE___GENERAL___MOS,5,2019-07-13 04:10:19.944000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
47,109,YOUTUBE___GENERAL___MOS,4,2019-07-13 04:10:33.478000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
48,110,YOUTUBE___GENERAL___MOS,5,2019-07-13 04:10:39.794000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
49,111,YOUTUBE___GENERAL___MOS,5,2019-07-13 04:10:46.296000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:10:26.258000,387272411.3,0.0,0.0,1688884.48,5445869.78,2060552.369,40583.92203,4.0,5.0,3G,HSPA,6738013.0,1103.0,-1.0,63601.0,et,-79.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
50,112,YOUTUBE___GENERAL___MOS,4,2019-07-13 04:13:55.575000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:13:49.470000,869659386.1,0.0,0.0,3920312.28,13715749.96,1463208.824,82827.62586,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
51,113,YOUTUBE___GENERAL___MOS,3,2019-07-13 04:14:04.142000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:13:49.470000,869659386.1,0.0,0.0,3920312.28,13715749.96,1463208.824,82827.62586,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
52,114,YOUTUBE___GENERAL___MOS,4,2019-07-13 04:14:18.176000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:13:49.470000,869659386.1,0.0,0.0,3920312.28,13715749.96,1463208.824,82827.62586,5.0,4.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
53,115,YOUTUBE___GENERAL___MOS,5,2019-07-13 04:15:22.821000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:15:46.310000,232638745.8,0.0,0.0,900325.78,2231102.4,2345374.42,86204.3866,5.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
54,116,YOUTUBE___GENERAL___MOS,5,2019-07-13 04:15:39.467000,620624f1-35df-4afd-b833-187ed7cba840,2019-07-13 04:15:46.310000,232638745.8,0.0,0.0,900325.78,2231102.4,2345374.42,86204.3866,5.0,5.0,3G,HSPAP,6718019.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>
55,119,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:38.034000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
56,120,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:43.647000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
57,121,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:18:54.062000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
58,122,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:19:07.540000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
59,123,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:19:12.390000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
60,124,YOUTUBE___GENERAL___MOS,1,2019-07-13 10:19:17.278000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
61,125,YOUTUBE___GENERAL___MOS,2,2019-07-13 10:19:21.992000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:18:37.363000,3303547790.0,0.0,0.0,11294340.32,27797712.96,110344.9385,32443.88377,4.0,2.0,3G,HSPAP,6718013.0,1103.0,-1.0,63601.0,et,-71.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
62,126,YOUTUBE___GENERAL___MOS,3,2019-07-13 10:19:27.368000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
63,127,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:32.643000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
64,128,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:37.952000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
65,129,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:42.858000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
66,130,YOUTUBE___GENERAL___MOS,4,2019-07-13 10:19:47.741000,60902e68-2e7f-421b-b16f-7f11b9069e48,2019-07-13 10:20:10.199000,711805320.8,0.0,0.0,11950090.68,10529586.9,298356.1398,28789.34017,4.0,4.0,3G,UMTS,6718019.0,1103.0,-1.0,63601.0,et,-81.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>
