,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
1115,1674,YOUTUBE___GENERAL___MOS,4,41:55.6,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,41:54.7,211031194.6,0,0,723053.98,2624479.52,2792208.922,874154.0915,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-84,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1115,5,8,"['D 1 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 211031194.6, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 723053.98, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 211031194.6, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 723053.98, M_Val: 4000000) Branch: trueBranch']"
1116,1675,YOUTUBE___GENERAL___MOS,4,42:06.2,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,41:54.7,211031194.6,0,0,723053.98,2624479.52,2792208.922,874154.0915,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-84,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1116,5,8,"['D 1 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 211031194.6, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 723053.98, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2792208.922, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 211031194.6, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 723053.98, M_Val: 4000000) Branch: trueBranch']"
1117,1676,YOUTUBE___GENERAL___MOS,4,42:29.1,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1117,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1118,1677,YOUTUBE___GENERAL___MOS,4,42:42.6,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1118,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1119,1678,YOUTUBE___GENERAL___MOS,5,42:50.2,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1119,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1120,1679,YOUTUBE___GENERAL___MOS,5,43:03.6,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1120,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1121,1680,YOUTUBE___GENERAL___MOS,4,43:12.9,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1121,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1122,1681,YOUTUBE___GENERAL___MOS,4,43:20.4,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,42:54.7,241268644.7,0,0,671699.28,2386874.88,2897076.041,315766.3609,5,5,3G,HSPAP,6669647,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1122,5,8,"['D 1 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 671699.28, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 2897076.041, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 241268644.7, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 671699.28, M_Val: 4000000) Branch: trueBranch']"
1123,1682,YOUTUBE___GENERAL___MOS,5,43:31.6,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1123,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1124,1683,YOUTUBE___GENERAL___MOS,5,43:39.0,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1124,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1125,1684,YOUTUBE___GENERAL___MOS,5,43:45.0,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1125,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1126,1685,YOUTUBE___GENERAL___MOS,5,43:52.0,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1126,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1127,1686,YOUTUBE___GENERAL___MOS,5,43:59.7,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1127,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1128,1687,YOUTUBE___GENERAL___MOS,5,44:08.3,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:08.0,1367047228,0,0,275557.92,2732001.82,1558929.342,208580.348,5,4,3G,HSPAP,6649647,1101,-1,63601,et,-83,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1128,3,8,"['D 1 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 275557.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1367047228.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1558929.342, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 275557.92, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
1129,1688,YOUTUBE___GENERAL___MOS,5,44:46.0,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:56.1,192088823,0,0,1022072.78,2584211.28,233248.7334,89998.25315,4,5,3G,HSPAP,6649653,1101,-1,63601,et,-84,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1129,3,8,"['D 1 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 192088823.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 375000) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1022072.78, M_Val: 206000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1022072.78, M_Val: 77000000) Branch: trueBranch']"
1130,1689,YOUTUBE___GENERAL___MOS,5,44:57.7,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,44:56.1,192088823,0,0,1022072.78,2584211.28,233248.7334,89998.25315,4,5,3G,HSPAP,6649653,1101,-1,63601,et,-84,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1130,3,8,"['D 1 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 192088823.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 750000) Branch: trueBranch', 'D 4 -> F_name: DTH  (F_Val: 233248.7334, M_Val: 375000) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1022072.78, M_Val: 206000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1022072.78, M_Val: 77000000) Branch: trueBranch']"
1131,1697,SKYPE___GENERAL___MOS,4,03:29.8,7b168c39-81aa-4c37-9ce0-c2eda18a424b,03:00.6,2824085079,0.229166667,0.04,6275457.514,30715562.88,45829.35222,30768.12213,4,1,3G,HSPA,6649718,1101,-1,63601,et,-75,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1131,1,5,"['D 1 -> F_name: DTH  (F_Val: 45829.35222, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 2824085079.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.229166667, M_Val: 0.105) Branch: falseBranch', 'D 4 -> F_name: UTH  (F_Val: 30768.12213, M_Val: 6000000) Branch: trueBranch', 'D 5 -> F_name: UL  (F_Val: 0.04, M_Val: 0.275) Branch: trueBranch']"
1132,1698,YOUTUBE___GENERAL___MOS,1,04:15.5,7b168c39-81aa-4c37-9ce0-c2eda18a424b,03:00.6,2824085079,0.229166667,0.04,6275457.514,30715562.88,45829.35222,30768.12213,4,1,3G,HSPA,6649718,1101,-1,63601,et,-75,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1132,1,5,"['D 1 -> F_name: DTH  (F_Val: 45829.35222, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 2824085079.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.229166667, M_Val: 0.105) Branch: falseBranch', 'D 4 -> F_name: UTH  (F_Val: 30768.12213, M_Val: 6000000) Branch: trueBranch', 'D 5 -> F_name: UL  (F_Val: 0.04, M_Val: 0.275) Branch: trueBranch']"
1133,1699,YOUTUBE___GENERAL___MOS,1,04:55.4,7b168c39-81aa-4c37-9ce0-c2eda18a424b,03:00.6,2824085079,0.229166667,0.04,6275457.514,30715562.88,45829.35222,30768.12213,4,1,3G,HSPA,6649718,1101,-1,63601,et,-75,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1133,1,5,"['D 1 -> F_name: DTH  (F_Val: 45829.35222, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 2824085079.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.229166667, M_Val: 0.105) Branch: falseBranch', 'D 4 -> F_name: UTH  (F_Val: 30768.12213, M_Val: 6000000) Branch: trueBranch', 'D 5 -> F_name: UL  (F_Val: 0.04, M_Val: 0.275) Branch: trueBranch']"
1134,1700,YOUTUBE___GENERAL___MOS,1,05:02.1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,03:00.6,2824085079,0.229166667,0.04,6275457.514,30715562.88,45829.35222,30768.12213,4,1,3G,HSPA,6649718,1101,-1,63601,et,-75,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1134,1,5,"['D 1 -> F_name: DTH  (F_Val: 45829.35222, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 2824085079.0, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.229166667, M_Val: 0.105) Branch: falseBranch', 'D 4 -> F_name: UTH  (F_Val: 30768.12213, M_Val: 6000000) Branch: trueBranch', 'D 5 -> F_name: UL  (F_Val: 0.04, M_Val: 0.275) Branch: trueBranch']"
1135,1701,SKYPE___GENERAL___MOS,3,05:10.9,7b168c39-81aa-4c37-9ce0-c2eda18a424b,07:13.7,8290321741,0,0,16816423.44,35489022.16,1652795.215,31257.90515,5,1,3G,HSPAP,6649719,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1135,3,8,"['D 1 -> F_name: DTH  (F_Val: 1652795.215, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 8290321741.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16816423.44, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 8290321741.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16816423.44, M_Val: 77000000) Branch: trueBranch']"
1136,1702,YOUTUBE___GENERAL___MOS,1,07:40.3,7b168c39-81aa-4c37-9ce0-c2eda18a424b,07:13.7,8290321741,0,0,16816423.44,35489022.16,1652795.215,31257.90515,5,1,3G,HSPAP,6649719,1101,-1,63601,et,-78,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1136,3,8,"['D 1 -> F_name: DTH  (F_Val: 1652795.215, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 8290321741.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16816423.44, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 8290321741.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16816423.44, M_Val: 77000000) Branch: trueBranch']"
1137,1703,YOUTUBE___GENERAL___MOS,2,09:18.1,7b168c39-81aa-4c37-9ce0-c2eda18a424b,08:41.9,3526050322,0,0,9610181.64,23583421.2,1929151.082,30378.25095,5,2,3G,HSPAP,6649719,1101,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1137,3,8,"['D 1 -> F_name: DTH  (F_Val: 1929151.082, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3526050322.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 9610181.64, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3526050322.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 9610181.64, M_Val: 77000000) Branch: trueBranch']"
1138,1704,YOUTUBE___GENERAL___MOS,2,09:34.7,7b168c39-81aa-4c37-9ce0-c2eda18a424b,10:15.2,1899692859,0,0,5007725.32,26733156.1,3236479.538,24758.7833,4,3,3G,UMTS,6649725,1101,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,1138,3,8,"['D 1 -> F_name: DTH  (F_Val: 3236479.538, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1899692859.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5007725.32, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1899692859.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5007725.32, M_Val: 77000000) Branch: trueBranch']"
