,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
96,164,YOUTUBE___GENERAL___MOS,4,28:18.4,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,96,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
97,167,YOUTUBE___GENERAL___MOS,4,28:33.3,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,97,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
98,168,YOUTUBE___GENERAL___MOS,4,28:37.9,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,98,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
99,169,YOUTUBE___GENERAL___MOS,3,29:24.5,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,99,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
100,170,YOUTUBE___GENERAL___MOS,4,30:02.2,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,100,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
101,171,SKYPE___GENERAL___MOS,1,30:42.7,60902e68-2e7f-421b-b16f-7f11b9069e48,28:23.6,610680373.1,0,0,3228750.14,9003153.98,472945.471,30487.50679,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-79,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,101,3,8,"['D 1 -> F_name: DTH  (F_Val: 472945.471, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 610680373.1, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 472945.471, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 3228750.14, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
102,172,YOUTUBE___GENERAL___MOS,1,32:43.4,60902e68-2e7f-421b-b16f-7f11b9069e48,33:28.8,3454587282,0,0,3649125.24,22741111.16,337162.353,27835.00131,4,2,3G,HSPAP,6718016,1103,-1,63601,et,-74,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,102,3,8,"['D 1 -> F_name: DTH  (F_Val: 337162.35299999994, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 77000000) Branch: trueBranch']"
103,173,YOUTUBE___GENERAL___MOS,1,32:49.2,60902e68-2e7f-421b-b16f-7f11b9069e48,33:28.8,3454587282,0,0,3649125.24,22741111.16,337162.353,27835.00131,4,2,3G,HSPAP,6718016,1103,-1,63601,et,-74,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,103,3,8,"['D 1 -> F_name: DTH  (F_Val: 337162.35299999994, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 77000000) Branch: trueBranch']"
104,174,YOUTUBE___GENERAL___MOS,2,32:58.8,60902e68-2e7f-421b-b16f-7f11b9069e48,33:28.8,3454587282,0,0,3649125.24,22741111.16,337162.353,27835.00131,4,2,3G,HSPAP,6718016,1103,-1,63601,et,-74,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,104,3,8,"['D 1 -> F_name: DTH  (F_Val: 337162.35299999994, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 77000000) Branch: trueBranch']"
105,175,YOUTUBE___GENERAL___MOS,1,33:04.3,60902e68-2e7f-421b-b16f-7f11b9069e48,33:28.8,3454587282,0,0,3649125.24,22741111.16,337162.353,27835.00131,4,2,3G,HSPAP,6718016,1103,-1,63601,et,-74,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,105,3,8,"['D 1 -> F_name: DTH  (F_Val: 337162.35299999994, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 3454587282.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 3649125.24, M_Val: 77000000) Branch: trueBranch']"
106,185,YOUTUBE___GENERAL___MOS,2,37:20.8,620624f1-35df-4afd-b833-187ed7cba840,37:14.4,772585294.5,0,0,5390521.5,12300922.68,90034.42122,37273.80875,4,5,3G,HSPAP,6738014,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,106,1,8,"['D 1 -> F_name: DTH  (F_Val: 90034.42122, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 5390521.5, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 37273.80875, M_Val: 6000000) Branch: trueBranch']"
107,186,YOUTUBE___GENERAL___MOS,3,37:30.0,620624f1-35df-4afd-b833-187ed7cba840,37:14.4,772585294.5,0,0,5390521.5,12300922.68,90034.42122,37273.80875,4,5,3G,HSPAP,6738014,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,107,1,8,"['D 1 -> F_name: DTH  (F_Val: 90034.42122, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 5390521.5, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 37273.80875, M_Val: 6000000) Branch: trueBranch']"
108,187,YOUTUBE___GENERAL___MOS,1,37:41.8,620624f1-35df-4afd-b833-187ed7cba840,37:14.4,772585294.5,0,0,5390521.5,12300922.68,90034.42122,37273.80875,4,5,3G,HSPAP,6738014,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,108,1,8,"['D 1 -> F_name: DTH  (F_Val: 90034.42122, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 5390521.5, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 37273.80875, M_Val: 6000000) Branch: trueBranch']"
109,188,YOUTUBE___GENERAL___MOS,2,37:48.5,620624f1-35df-4afd-b833-187ed7cba840,37:14.4,772585294.5,0,0,5390521.5,12300922.68,90034.42122,37273.80875,4,5,3G,HSPAP,6738014,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,109,1,8,"['D 1 -> F_name: DTH  (F_Val: 90034.42122, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 5390521.5, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 772585294.5, M_Val: 769000000) Branch: falseBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: UTH  (F_Val: 37273.80875, M_Val: 6000000) Branch: trueBranch']"
110,189,YOUTUBE___GENERAL___MOS,4,37:54.7,620624f1-35df-4afd-b833-187ed7cba840,38:32.7,274545845.7,0,0,2026322.9,2942427.52,94958.71482,62421.81768,4,5,3G,HSPAP,6718020,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,110,1,8,"['D 1 -> F_name: DTH  (F_Val: 94958.71482000001, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 500000) Branch: falseBranch']"
111,190,YOUTUBE___GENERAL___MOS,4,38:01.7,620624f1-35df-4afd-b833-187ed7cba840,38:32.7,274545845.7,0,0,2026322.9,2942427.52,94958.71482,62421.81768,4,5,3G,HSPAP,6718020,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,111,1,8,"['D 1 -> F_name: DTH  (F_Val: 94958.71482000001, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 500000) Branch: falseBranch']"
112,191,YOUTUBE___GENERAL___MOS,3,38:10.6,620624f1-35df-4afd-b833-187ed7cba840,38:32.7,274545845.7,0,0,2026322.9,2942427.52,94958.71482,62421.81768,4,5,3G,HSPAP,6718020,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,112,1,8,"['D 1 -> F_name: DTH  (F_Val: 94958.71482000001, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 500000) Branch: falseBranch']"
113,192,YOUTUBE___GENERAL___MOS,1,38:17.7,620624f1-35df-4afd-b833-187ed7cba840,38:32.7,274545845.7,0,0,2026322.9,2942427.52,94958.71482,62421.81768,4,5,3G,HSPAP,6718020,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,113,1,8,"['D 1 -> F_name: DTH  (F_Val: 94958.71482000001, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 500000) Branch: falseBranch']"
114,193,YOUTUBE___GENERAL___MOS,3,38:25.8,620624f1-35df-4afd-b833-187ed7cba840,38:32.7,274545845.7,0,0,2026322.9,2942427.52,94958.71482,62421.81768,4,5,3G,HSPAP,6718020,1103,-1,63601,et,-69,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,114,1,8,"['D 1 -> F_name: DTH  (F_Val: 94958.71482000001, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 234500000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 4 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 29000000) Branch: trueBranch', 'D 6 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 769000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 274545845.7, M_Val: 286500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2026322.9, M_Val: 500000) Branch: falseBranch']"
115,214,YOUTUBE___GENERAL___MOS,4,57:29.7,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,58:02.0,1008694322,0,0,4951056,17621414.7,467221.2863,25927.32017,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-77,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,115,3,8,"['D 1 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
116,215,YOUTUBE___GENERAL___MOS,4,57:36.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,58:02.0,1008694322,0,0,4951056,17621414.7,467221.2863,25927.32017,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-77,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,116,3,8,"['D 1 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
117,216,YOUTUBE___GENERAL___MOS,4,57:42.7,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,58:02.0,1008694322,0,0,4951056,17621414.7,467221.2863,25927.32017,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-77,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,117,3,8,"['D 1 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
118,217,YOUTUBE___GENERAL___MOS,3,57:50.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,58:02.0,1008694322,0,0,4951056,17621414.7,467221.2863,25927.32017,4,4,3G,HSPAP,6738013,1103,-1,63601,et,-77,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>,118,3,8,"['D 1 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 1008694322.0, M_Val: 1404000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 467221.2863, M_Val: 375000) Branch: falseBranch', 'D 7 -> F_name: DJ  (F_Val: 4951056.0, M_Val: 77000000) Branch: trueBranch', 'D 8 -> F_name: DL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch']"
