,FEEDBACK_APP,FEEDBACK_VALUE,USER_ID,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS
575,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,173072990.1,0.0,0.0,572147.7,1724745.08,987947.0691,830829.1345,4.0,4.0
576,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,173072990.1,0.0,0.0,572147.7,1724745.08,987947.0691,830829.1345,4.0,4.0
577,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,173072990.1,0.0,0.0,572147.7,1724745.08,987947.0691,830829.1345,4.0,4.0
578,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,173072990.1,0.0,0.0,572147.7,1724745.08,987947.0691,830829.1345,4.0,4.0
579,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,173072990.1,0.0,0.0,572147.7,1724745.08,987947.0691,830829.1345,4.0,4.0
580,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
581,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
582,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
583,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
584,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
585,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,857572404.6,0.0,0.0,10053481.46,14972251.16,135657.709,183980.1541,4.0,4.0
586,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,207138204.7,0.0,0.0,1016619.16,2177295.6,2500405.08,1689911.101,5.0,5.0
588,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,360784670.8,0.0,0.0,119741.24,6594161.74,1098511.148,2311899.4869999997,1.0,5.0
590,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,207138204.7,0.0,0.0,1016619.16,2177295.6,2500405.08,1689911.101,5.0,5.0
591,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,207138204.7,0.0,0.0,1016619.16,2177295.6,2500405.08,1689911.101,5.0,5.0
592,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
593,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
594,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
601,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
603,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
604,YOUTUBE___GENERAL___MOS,2,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
605,YOUTUBE___GENERAL___MOS,3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127811204.4,0.01,0.0,235707.59600000002,2423120.68,1724913.177,10733109.4,5.0,5.0
606,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
607,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127811204.4,0.01,0.0,235707.59600000002,2423120.68,1724913.177,10733109.4,5.0,5.0
608,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
609,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127811204.4,0.01,0.0,235707.59600000002,2423120.68,1724913.177,10733109.4,5.0,5.0
610,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
611,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
612,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
613,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127811204.4,0.01,0.0,235707.59600000002,2423120.68,1724913.177,10733109.4,5.0,5.0
614,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,791888942.3,0.0,0.0,10800550.14,15803482.82,512353.5514,1745450.0380000002,4.0,4.0
615,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127811204.4,0.01,0.0,235707.59600000002,2423120.68,1724913.177,10733109.4,5.0,5.0
617,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,146109590.7,0.0,0.0,293864.64,3128358.04,3810728.8680000002,3487432.047,5.0,5.0
619,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,146109590.7,0.0,0.0,293864.64,3128358.04,3810728.8680000002,3487432.047,5.0,5.0
621,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,146109590.7,0.0,0.0,293864.64,3128358.04,3810728.8680000002,3487432.047,5.0,5.0
622,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,146109590.7,0.0,0.0,293864.64,3128358.04,3810728.8680000002,3487432.047,5.0,5.0
624,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,157562599.2,0.0,0.0,187923.96,3147215.4,1397797.283,4349402.181,5.0,4.0
625,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
626,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
627,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
628,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,14226774237,0.0,0.0,78439389.08,124548859.2,41369.68321,34202.56526,4.0,1.0
629,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
630,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
631,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,157562599.2,0.0,0.0,187923.96,3147215.4,1397797.283,4349402.181,5.0,4.0
632,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,14226774237,0.0,0.0,78439389.08,124548859.2,41369.68321,34202.56526,4.0,1.0
633,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
634,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
635,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,157562599.2,0.0,0.0,187923.96,3147215.4,1397797.283,4349402.181,5.0,4.0
636,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,14226774237,0.0,0.0,78439389.08,124548859.2,41369.68321,34202.56526,4.0,1.0
637,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
638,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
639,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,157562599.2,0.0,0.0,187923.96,3147215.4,1397797.283,4349402.181,5.0,4.0
640,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
641,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
642,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,129938443.9,0.0,0.0,191000.56,2499875.7,2971408.477,29335149.8,5.0,4.0
643,YOUTUBE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,165508634.6,0.0,0.0,428678.46,2567128.38,1750985.507,1684038.765,4.0,4.0
644,YOUTUBE___GENERAL___MOS,1,60902e68-2e7f-421b-b16f-7f11b9069e48,329342189.4,0.0,0.0,2217979.68,4026196.84,206766.1582,1152765.337,4.0,1.0
646,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,129938443.9,0.0,0.0,191000.56,2499875.7,2971408.477,29335149.8,5.0,4.0
647,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,129938443.9,0.0,0.0,191000.56,2499875.7,2971408.477,29335149.8,5.0,4.0
648,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,129938443.9,0.0,0.0,191000.56,2499875.7,2971408.477,29335149.8,5.0,4.0
649,YOUTUBE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,165508634.6,0.0,0.0,428678.46,2567128.38,1750985.507,1684038.765,4.0,4.0
650,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,164766518.5,0.0,0.0,517959.94,1823710.14,1647468.626,903274.9298,4.0,4.0
651,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,164766518.5,0.0,0.0,517959.94,1823710.14,1647468.626,903274.9298,4.0,4.0
652,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
653,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
654,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
655,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
656,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
657,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,165508634.6,0.0,0.0,428678.46,2567128.38,1750985.507,1684038.765,4.0,4.0
658,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,164371023.1,0.0,0.0,224931.48,1780680.72,242227.6457,496753.0142,5.0,5.0
659,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
660,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,164371023.1,0.0,0.0,224931.48,1780680.72,242227.6457,496753.0142,5.0,5.0
661,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
662,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
663,YOUTUBE___GENERAL___MOS,3,60902e68-2e7f-421b-b16f-7f11b9069e48,167235815.4,0.0,0.0,448977.56,1641011.58,725792.78,1536296.9430000002,4.0,4.0
664,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
665,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
666,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
667,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
668,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
669,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
670,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
671,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
672,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
673,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,148843709.2,0.0,0.0,241801.92,3771727.26,2692184.791,10296130.34,5.0,5.0
674,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
675,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
676,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,184081103.1,0.0,0.0,589599.68,1892667.08,729049.7914,1154953.384,4.0,5.0
677,YOUTUBE___GENERAL___MOS,4,60902e68-2e7f-421b-b16f-7f11b9069e48,184081103.1,0.0,0.0,589599.68,1892667.08,729049.7914,1154953.384,4.0,5.0
678,YOUTUBE___GENERAL___MOS,3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
679,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,184081103.1,0.0,0.0,589599.68,1892667.08,729049.7914,1154953.384,4.0,5.0
680,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
681,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,184081103.1,0.0,0.0,589599.68,1892667.08,729049.7914,1154953.384,4.0,5.0
682,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,164493718.4,0.0,0.0,486395.98,1776087.16,1630358.217,135509.7931,4.0,4.0
683,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
684,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
685,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
686,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2617707722,0.0,0.0,10536061.6,33507443.16,196599.8522,735918.922,4.0,2.0
687,YOUTUBE___GENERAL___MOS,4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,138661681.4,0.0,0.0,926484.82,3108571.28,1347482.4840000002,6158066.367000001,5.0,5.0
688,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,164493718.4,0.0,0.0,486395.98,1776087.16,1630358.217,135509.7931,4.0,4.0
689,YOUTUBE___GENERAL___MOS,5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,127070872.4,0.0,0.0,319501.44,2181328.04,3570217.665,6446885.627,5.0,4.0
690,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,164493718.4,0.0,0.0,486395.98,1776087.16,1630358.217,135509.7931,4.0,4.0
691,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,164493718.4,0.0,0.0,486395.98,1776087.16,1630358.217,135509.7931,4.0,4.0
692,YOUTUBE___GENERAL___MOS,5,60902e68-2e7f-421b-b16f-7f11b9069e48,164493718.4,0.0,0.0,486395.98,1776087.16,1630358.217,135509.7931,4.0,4.0
693,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
694,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
695,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
696,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
697,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
698,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
699,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2004652236,0.0,0.0,31983211.52,31852251.82,580482.2976,67210.72005,5.0,3.0
700,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
701,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
702,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
703,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
704,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
705,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
706,SKYPE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,595781327.7,0.0,0.0,3868020.38,8202638.7,237665.458,545119.449,4.0,4.0
707,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
708,SKYPE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
709,YOUTUBE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
710,YOUTUBE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
711,YOUTUBE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
712,YOUTUBE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,280127006.1,0.0,0.0,781831.28,3256143.12,1432135.7719999999,240046.8803,4.0,5.0
713,YOUTUBE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0
714,YOUTUBE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0
715,YOUTUBE___GENERAL___MOS,5,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0
716,YOUTUBE___GENERAL___MOS,4,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0
719,YOUTUBE___GENERAL___MOS,5,547119ec-f0f8-4246-b8b6-db8a7c881e5c,154428513.1,0.0,0.0,901794.24,1726113.68,9686649.279,6980441.708,5.0,5.0
720,YOUTUBE___GENERAL___MOS,3,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,167833363.3,0.0,0.0,501578.32,1777095.6,1665804.4119999998,25432.8409,4.0,4.0
722,YOUTUBE___GENERAL___MOS,5,547119ec-f0f8-4246-b8b6-db8a7c881e5c,153366892.3,0.0,0.0,194801.12,1956584.78,9543256.933,5335911.571,1.0,5.0
733,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
734,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
735,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
736,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
737,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
738,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
739,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
740,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
741,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
742,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
743,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,10110425037,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0
744,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2296688133,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0
745,YOUTUBE___GENERAL___MOS,1,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2296688133,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0
