,FEEDBACK_APP,FEEDBACK_VALUE,USER_ID,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS
3025,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,601271300.2,0.18,0.0,832052.8293,3447455.9,1466352.303,638510.3393,5.0,1.0
3026,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,601271300.2,0.18,0.0,832052.8293,3447455.9,1466352.303,638510.3393,5.0,1.0
3027,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3028,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3029,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3030,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3031,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3032,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3033,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3034,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3035,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3036,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3037,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3038,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3039,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3040,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3041,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3042,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,596761936.5,0.08,0.0,670255.2826,3284879.46,1214003.534,412070.8668,5.0,3.0
3043,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3044,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3045,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3046,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3047,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3048,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3049,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3050,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3051,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3052,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3053,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3054,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3055,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3056,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3057,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,706859789.9,0.07,0.0,2021772.946,5902275.44,1034921.436,167414.054,4.0,2.0
3058,YOUTUBE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3059,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3060,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3061,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3062,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3063,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,690435243.9,0.0,0.0,749580.4,3897451.6,1567409.6330000001,370426.4447,5.0,4.0
3064,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3065,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3066,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3067,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3068,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3069,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3070,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3071,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3072,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3073,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,516691843.9,0.3,0.0,709386.8,3492285.92,997478.3611,266092.5627,4.0,1.0
3074,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3075,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3076,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3077,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3078,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3079,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3080,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,661205250.1,0.4,0.0,566515.6333,978933.36,1152588.5459999999,292427.5262,5.0,1.0
3081,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651407580.8,0.0,0.0,1849641.86,5593528.88,1156913.5929999999,404420.9368,5.0,4.0
3082,SKYPE___GENERAL___MOS,2,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651407580.8,0.0,0.0,1849641.86,5593528.88,1156913.5929999999,404420.9368,5.0,4.0
3083,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,580719605.6,0.22,0.0,968238.5128,3206514.64,1611977.0969999998,137186.7859,5.0,1.0
3084,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,580719605.6,0.22,0.0,968238.5128,3206514.64,1611977.0969999998,137186.7859,5.0,1.0
3085,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,580719605.6,0.22,0.0,968238.5128,3206514.64,1611977.0969999998,137186.7859,5.0,1.0
3086,YOUTUBE___GENERAL___MOS,1,25be5348-d4b9-40e0-8271-bdd88dc6bde1,580719605.6,0.22,0.0,968238.5128,3206514.64,1611977.0969999998,137186.7859,5.0,1.0
3087,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3088,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3089,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3090,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3091,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3092,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3093,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3094,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3095,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3096,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3097,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3098,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3099,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,651315613.1,0.0,0.0,2206178.82,3376143.66,1225872.945,344043.9572,5.0,4.0
3100,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3101,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3102,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3103,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3104,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3105,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3106,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3107,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3108,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3109,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3110,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3111,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3112,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3113,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,639850946.9,0.0,0.0,2032799.84,3392060.28,998981.9846,337523.4999,4.0,4.0
3114,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3115,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3116,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3117,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3118,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3119,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3120,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3121,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3122,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3123,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,653263376.8,0.02,0.0,2378999.224,5614853.52,1210164.26,324098.0372,5.0,4.0
3124,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,634218873.2,0.06,0.0,585057.0213,3453771.44,1005775.5340000001,333201.6925,4.0,4.0
3125,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,634218873.2,0.06,0.0,585057.0213,3453771.44,1005775.5340000001,333201.6925,4.0,4.0
3126,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3127,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3128,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3129,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3130,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3131,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3132,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3133,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3134,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3135,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3136,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3137,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3138,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3139,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3140,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3141,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3142,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3143,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3144,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,671233670.9,0.03,0.0,1173961.175,3357792.98,952919.0498,404668.1557,4.0,4.0
3145,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3146,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3147,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3148,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3149,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3150,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3151,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3152,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3153,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3154,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3155,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3156,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3157,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3158,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3159,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3160,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3161,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3162,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3163,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3164,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3165,YOUTUBE___GENERAL___MOS,3,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
3166,YOUTUBE___GENERAL___MOS,4,25be5348-d4b9-40e0-8271-bdd88dc6bde1,1048555236,0.86,0.0,89289580.86,3320594.36,70509.93071,242675.3691,4.0,1.0
