FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DOWNLOAD_LOSS_RATE;UPLOAD_LOSS_RATE;DOWNLOAD_JITTER;UPLOAD_JITTER;UDP_DOWNLOAD_THROUGHPUT;UDP_UPLOAD_THROUGHPUT;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_GSM_CID;MOBILE_GSM_LAC;MOBILE_UMTS_PSC;MOBILE_OPERATOR;MOBILE_OPERATOR_COUNTRY_CODE;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_NATIONAL_ROAMING;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1);WIFI_SSID
HANGOUTS___GENERAL___MOS;5;2017-12-14 15:05:17.092000;b058f43c-e2c3-4105-9c6a-d1bd49c3d5f8;2017-12-14 15:05:09.310000;1763210746.11;0;0;404856.44;975678.91;2450218.013638638;1825932.766289695;5;3;3G;HSPAP;;;;20801;;-97;;;;;;False;False;+Inf;2147483647;<unknown ssid>
"MESSENGER___GENERAL___MOS;5;2017-12-18 09:52:25.406000;b058f43c-e2c3-4105-9c6a-d1bd49c3d5f8;2017-12-18 09:52:20.662000;5040786.26;0;0;556120.26;816236.06;9113961.101874001;16534836.791005965;5;5;3G;HSUPA;;;;20801;;-95;;;;;;False;True;-55;5;""eduroam"""
"YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;5;2017-12-19 19:12:43.825000;b058f43c-e2c3-4105-9c6a-d1bd49c3d5f8;2017-12-19 19:12:20.219000;4334517.09;0;0;695170.78;518225.2;6065353.285084717;9643325.149708545;5;5;3G;HSUPA;;;;20801;;-93;;;;;;False;True;-58;5;""eduroam"""
YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;2;2018-01-20 16:23:44.997000;77a801f9-152d-4aeb-aa04-cc3c67b974e6;2018-01-20 16:23:46.649000;329386535.04;0;0;1574777.3;1292943.7;205204.00041399078;929413.0505829441;4;5;3G;HSPAP;21144115;5399;-1;20801;;-93;;;;;;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;5;2018-01-27 11:07:53.400000;967806a3-f2c5-4161-a6a5-f6dd8f1403ca;2018-01-27 11:07:25.968000;96561779.23;0;0;878999.2;1620245.4;4882325.484648165;443891.71548302425;5;5;4G;LTE;1377287;49803;-1;20810;;-118;;;;;;False;False;-Inf;-2147483648;0x
RSS___GENERAL___MOS;2;2018-03-02 19:27:13.239000;967806a3-f2c5-4161-a6a5-f6dd8f1403ca;2018-03-02 19:27:28.291000;74936463.61;0;0;730823.8;1692476.72;7065996.748669217;1300184.6703678388;5;5;4G;LTE;12037899;22041;-1;22210;;-112;3;;;;;True;False;-Inf;-2147483648;0x
YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;1;2018-03-11 21:25:52.828000;967806a3-f2c5-4161-a6a5-f6dd8f1403ca;2018-03-11 21:26:39.027000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;UNKNOWN;UNKNOWN;30687;49815;-1;20810;;-95;4;;;;;False;False;+Inf;2147483647;0x
YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;1;2018-03-11 21:26:15.223000;967806a3-f2c5-4161-a6a5-f6dd8f1403ca;2018-03-11 21:26:39.027000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;UNKNOWN;UNKNOWN;30687;49815;-1;20810;;-95;4;;;;;False;False;+Inf;2147483647;0x
WEB___GENERAL___MOS;1;2018-03-25 21:10:37.285000;967806a3-f2c5-4161-a6a5-f6dd8f1403ca;2018-03-25 21:10:13.579000;283621531.28;0;0;1764648.08;3778392.36;3240557.8459757087;295336.0926530482;5;5;3G;HSPAP;20933543;10701;421;20810;fr;-113;1;False;True;True;False;False;False;+Inf;2147483647;0x
SNAPCHAT___GENERAL___MOS;2;2019-09-08 10:14:42.221000;27a4efeb-a356-405d-8b88-b2e91db49393;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-09-08 19:56:06.864000;a94b254f-3cfe-4420-93c8-85c8ebdd53cd;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-09-08 19:56:16.562000;a94b254f-3cfe-4420-93c8-85c8ebdd53cd;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-09-08 19:56:24.309000;a94b254f-3cfe-4420-93c8-85c8ebdd53cd;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-09-08 20:04:10.877000;a94b254f-3cfe-4420-93c8-85c8ebdd53cd;2019-09-08 20:05:12.663000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;;;;63601;et;-69;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-09-08 20:04:20.468000;a94b254f-3cfe-4420-93c8-85c8ebdd53cd;2019-09-08 20:05:12.663000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;;;;63601;et;-69;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
INSTAGRAM___GENERAL___MOS;3;2019-04-18 18:55:07.740000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 18:54:59.925000;12767780;0;0;941168.87;205313.37;7179501.706774691;6079195.991789199;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
FACEBOOK___GENERAL___MOS;2;2019-04-18 18:56:35.792000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 18:56:58.624000;20419040;0;0;2529481.18;1720606.65;6206060.606060606;4709789.906184698;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
INSTAGRAM___GENERAL___MOS;3;2019-04-18 18:57:46.367000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 18:57:57.882000;4210950;0;0;1076875.16;763994.16;4654930.159517315;5150050.963537979;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
FACEBOOK___GENERAL___MOS;2;2019-04-18 19:00:36.788000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:00:57.256000;2102830;0;0;370968.15;142236.89;10368824.792881252;5089374.560065248;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
FACEBOOK___GENERAL___MOS;5;2019-04-18 19:02:47.048000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:02:57.318000;4945840;0;0;1050905.33;446649.53;10811594.821150525;4438059.247408013;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
INSTAGRAM___GENERAL___MOS;5;2019-04-18 19:03:26.522000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:02:57.318000;4945840;0;0;1050905.33;446649.53;10811594.821150525;4438059.247408013;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
EMAIL___GENERAL___MOS;4;2019-04-18 19:04:12.602000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:03:57.421000;2104180;0;0;375038.9;113679.02;10059338.347655242;5702396.336210354;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
NETFLIX___GENERAL___MOS;4;2019-04-18 19:05:45.347000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:05:57.921000;6081600;0;0;1206762.05;998650.75;7764705.882352941;4971255.8569397945;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
SNAPCHAT___GENERAL___MOS;1;2019-04-18 19:06:17.925000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:05:57.921000;6081600;0;0;1206762.05;998650.75;7764705.882352941;4971255.8569397945;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
INSTAGRAM___GENERAL___MOS;1;2019-04-18 19:15:55.334000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:15:57.232000;3530840;0;0;527979.49;266957.34;10238448.719890926;4716951.853748213;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
INSTAGRAM___GENERAL___MOS;5;2019-04-18 19:39:30.387000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-18 19:39:57.880000;7218490;0;0;2067237.85;2421179.95;10825911.449990388;4699155.630670434;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
"SPOTIFY___GENERAL___MOS;5;2019-04-19 10:55:49.428000;86ac0398-dca7-404a-bf79-4d23da9ec447;2019-04-19 10:56:12.129000;3835246.28;0;0;623187.18;495877.1;11543009.678087622;18944732.644478813;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-63;5;False;True;False;False;False;True;-65;4;""INRIA-interne"""
HANGOUTS___GENERAL___MOS;4;2019-04-23 10:39:59.229000;84a0d1eb-3ae9-4427-a391-655d2e292d77;2019-04-23 10:39:33.473000;13386816.86;0;0;849974.86;363695;10238686.759146791;6843163.344599864;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
EMAIL___GENERAL___MOS;5;2019-05-07 13:08:14.111000;9a1161bd-9140-4c42-af7b-25f7423c73f1;2019-05-07 13:08:34.102000;51196364.58;0;0;791526.44;1510031.65;7699784.128665022;1837263.5675796054;5;5;4G;LTE;1377299;49803;11;20810;fr;-111;3;False;True;True;False;False;False;+Inf;2147483647;<unknown ssid>
YOUTUBE___VIDEO_PLAYBACK___S_144___MOS;5;2019-05-14 16:42:02.574000;aebcc31b-34b5-4fef-bd52-d8fab9cfb9ed;2019-05-14 16:41:53.845000;20748800;0;0;1717010.99;1172015.81;9591643.64379518;2002063.32437662;5;5;4G;LTE;91;3;2147483647;310260;us;-100;3;False;True;True;False;False;False;-Inf;-2147483648;<unknown ssid>
"INSTAGRAM___GENERAL___MOS;5;2019-05-15 11:42:06.351000;d2b26cdd-5361-4d1b-bfe2-a26a6cd58b82;2019-05-15 11:41:54.839000;55369281.68;0;0;1886329.74;1787385.84;9838270.616493195;14514902.358731769;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-85;5;False;True;False;False;False;True;-70;4;""INRIA-interne"""
"NETFLIX___GENERAL___MOS;5;2019-05-16 17:52:21.667000;b9e9b780-31e6-4bb0-97ea-26638b99e5a1;2019-05-16 17:52:06.249000;32170579.68;0;0;303464.71;1178226;10041349.448172498;12625157.194888733;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-91;4;False;True;False;False;False;True;-46;5;""Error 404"""
"TELEGRAM___GENERAL___MOS;5;2019-05-16 17:53:18.769000;b9e9b780-31e6-4bb0-97ea-26638b99e5a1;2019-05-16 17:53:06.030000;32183950.6;0;0;248586.17;1307066.82;8022137.351374111;9460067.505629279;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-93;4;False;True;False;False;False;True;-49;5;""Error 404"""
"SKYPE___CHAT_AUDIO_MESSAGE___MOS;5;2019-05-16 17:57:29.991000;b9e9b780-31e6-4bb0-97ea-26638b99e5a1;2019-05-16 17:57:22.307000;35094907.31;0;0;222787.01;1337333.13;9765562.535935953;7560544.203461213;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-91;4;False;True;False;False;False;True;-46;5;""Error 404"""
"SKYPE___CHAT_IMAGE_MESSAGE___MOS;5;2019-05-16 18:13:31.270000;4d8f5198-c6e6-49b4-ac57-02c5a949638e;2019-05-16 18:13:11.690000;30738761.96;0;0;129933.1;1246912.31;9697205.485693533;10190337.23707606;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-95;4;False;True;False;False;False;True;-59;5;""Error 404"""
"SKYPE___CHAT___MOS;5;2019-05-16 18:29:17.625000;b74aad70-0b99-4c4f-a932-509b36ef7b7d;2019-05-16 18:29:05.819000;30262684.87;0;0;99144.69;995264.61;10105063.917300355;10404547.177944133;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-95;4;False;True;False;False;False;True;-62;5;""Error 404"""
"TWITTER___GENERAL___MOS;5;2019-05-16 18:29:45.225000;b74aad70-0b99-4c4f-a932-509b36ef7b7d;2019-05-16 18:30:05.516000;34037563.53;0;0;343937.08;1473468.96;10330774.743701484;8966571.500624236;5;5;UNKNOWN;UNKNOWN;86074373;3062;-1;20815;fr;-97;4;False;True;False;False;False;True;-56;5;""Error 404"""
NETFLIX___GENERAL___MOS;5;2019-05-17 12:53:46.394000;b74aad70-0b99-4c4f-a932-509b36ef7b7d;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"INSTAGRAM___GENERAL___MOS;5;2019-05-17 12:57:53.945000;b74aad70-0b99-4c4f-a932-509b36ef7b7d;2019-05-17 12:57:58.018000;2949908.38;0;0;578667.76;212626.95;9431495.08678611;12785964.175538514;5;5;UNKNOWN;UNKNOWN;48234;29188;-1;20801;fr;-97;4;False;True;False;False;False;True;-62;5;""INRIA-interne"""
"SKYPE___CHAT_VIDEO_MESSAGE___MOS;5;2019-05-17 13:03:06.441000;b74aad70-0b99-4c4f-a932-509b36ef7b7d;2019-05-17 13:03:29.834000;4876166.66;0;0;835647.27;388209.84;4153509.9178692745;10012423.875711938;5;5;UNKNOWN;UNKNOWN;48234;29188;-1;20801;fr;-91;4;False;True;False;False;False;True;-71;4;""INRIA-interne"""
"NETFLIX___GENERAL___MOS;5;2019-06-17 11:09:55.684000;2e604f35-a694-4898-b0e9-5cfbcd785fd4;2019-06-17 11:10:12.147000;2622618.81;0;0;361845.76;223645.97;9951954.45033171;11286970.23854324;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-73;5;False;True;False;False;False;True;-69;4;""INRIA-interne"""
"VIBER___GENERAL___MOS;5;2019-06-17 11:24:21.603000;912525d0-1113-4b1e-9a7b-dc022ef005ba;2019-06-17 11:24:39.745000;2245676.07;0;0;193027.02;169245.48;9770906.289918758;15521064.437342735;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-75;5;False;True;False;False;False;True;-65;4;""INRIA-interne"""
"YOUTUBE___VIDEO_PLAYBACK___S_1440___MOS;5;2019-06-17 11:25:01.795000;912525d0-1113-4b1e-9a7b-dc022ef005ba;2019-06-17 11:24:39.745000;2245676.07;0;0;193027.02;169245.48;9770906.289918758;15521064.437342735;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-75;5;False;True;False;False;False;True;-65;4;""INRIA-interne"""
"YOUTUBE___COMMENT___MOS;5;2019-06-17 14:10:48.371000;86778d4a-c2f6-4d95-8ed8-de5bb5f8eb4d;2019-06-17 14:10:27.888000;3595185.15;0;0;414335.76;215974.04;2249565.158628783;9497517.647408217;5;5;UNKNOWN;UNKNOWN;86052336;3062;382;;;-75;5;False;True;False;False;False;True;-68;3;""INRIA-interne"""
"WHATSAPP___GENERAL___MOS;5;2019-06-17 14:13:31.791000;912525d0-1113-4b1e-9a7b-dc022ef005ba;2019-06-17 14:13:35.046000;3428869.25;0;0;531607.24;282586.19;10443743.295723798;19239776.050646525;5;5;UNKNOWN;UNKNOWN;86052336;3062;-1;20815;fr;-89;5;False;True;False;False;False;True;-78;3;""INRIA-interne"""
"SNAPCHAT___GENERAL___MOS;4;2019-06-17 14:13:50.790000;86778d4a-c2f6-4d95-8ed8-de5bb5f8eb4d;2019-06-17 14:13:50.060000;2855095.56;0;0;431511.45;221871.17;13459051.338150406;16742506.375797328;5;5;UNKNOWN;UNKNOWN;86052336;3062;382;;;-93;4;False;True;False;False;False;True;-82;2;""INRIA-interne"""
"INSTAGRAM___GENERAL___MOS;5;2019-06-17 14:17:00.599000;86778d4a-c2f6-4d95-8ed8-de5bb5f8eb4d;2019-06-17 14:17:26.992000;2673736.3;0;0;328494.64;207524.32;10904864.053856535;11157897.077160597;5;5;UNKNOWN;UNKNOWN;86052336;3062;382;;;-89;5;False;True;False;False;False;True;-80;2;""INRIA-interne"""
"EMAIL___GENERAL___MOS;5;2019-06-19 10:08:23.374000;12116e97-7d56-4d5c-bbfa-b14379ebceb0;2019-06-19 10:08:09.058000;2330956.07;0;0;172071.5;165822.58;10879413.225990705;18554842.50347464;5;5;UNKNOWN;UNKNOWN;86052336;3062;382;;;-81;5;False;True;False;False;False;True;-66;4;""INRIA-interne"""
"YOUTUBE___VIDEO_PLAYBACK___P_480___MOS;5;2019-06-25 15:58:01.913000;e16fa793-50d5-465a-b2c7-068092626b95;2019-06-25 15:57:58.891000;2483519.55;0;0;233755.64;212969.58;10079870.36484903;14183895.458243247;5;5;UNKNOWN;UNKNOWN;;;;;;-67;5;False;True;False;False;False;True;-69;3;""INRIA-interne"""
"YOUTUBE___VIDEO_PLAYBACK___P_360___MOS;5;2019-06-26 10:31:36.095000;26085c71-3a85-4ac0-8999-411dd70d478b;2019-06-26 10:31:52.257000;2474555.44;0;0;232472.74;247841.6;9896656.592400806;10786506.754207158;5;5;UNKNOWN;UNKNOWN;86052336;3062;382;;;-87;5;False;True;False;False;False;True;-68;3;""INRIA-interne"""
"YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;5;2019-07-08 10:59:51.945000;6953c3b1-0a0c-4388-8514-6c7f6157150d;2019-07-08 11:00:14.195000;66369069.07;0;0;485304.78;1733161.92;18033919.266119674;8999064.861024518;5;5;UNKNOWN;UNKNOWN;;;;;;-113;2;False;True;False;False;False;True;-29;5;""Post Electro Doom"""
"YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;5;2019-07-08 10:59:51.945000;6953c3b1-0a0c-4388-8514-6c7f6157150d;2019-07-08 11:00:14.195000;66369069.07;0;0;485304.78;1733161.92;18033919.266119674;8999064.861024518;5;5;UNKNOWN;UNKNOWN;;;;;;-113;2;False;True;False;False;False;True;-29;5;""Post Electro Doom"""
"EMAIL___GENERAL___MOS;5;2019-07-09 11:18:39.206000;6953c3b1-0a0c-4388-8514-6c7f6157150d;2019-07-09 11:18:39.021000;20871447.46;0;0;408195.46;457238.38;9732377.28906136;17283292.074338067;5;5;UNKNOWN;UNKNOWN;;;;;;-113;2;False;True;False;False;False;True;-65;4;""eduroam"""
"YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;5;2019-07-09 11:22:33.055000;6953c3b1-0a0c-4388-8514-6c7f6157150d;2019-07-09 11:20:39.473000;20253259.34;0;0;264801.56;381999.36;8520109.520924872;13135518.968836883;1;5;UNKNOWN;UNKNOWN;;;;;;-113;2;False;True;False;False;False;True;-66;4;""eduroam"""
"YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;5;2019-07-09 11:22:33.055000;6953c3b1-0a0c-4388-8514-6c7f6157150d;2019-07-09 11:20:39.473000;20253259.34;0;0;264801.56;381999.36;8520109.520924872;13135518.968836883;1;5;UNKNOWN;UNKNOWN;;;;;;-113;2;False;True;False;False;False;True;-66;4;""eduroam"""
YOUTUBE___GENERAL___MOS;3;2019-07-10 09:35:00.510000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;3;2019-07-10 09:35:39.300000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___VIDEO_PLAYBACK___P_AUTO___MOS;3;2019-07-10 09:35:39.300000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;3;2019-07-10 09:45:16.489000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;2019-07-10 09:45:13.164000;1765587114.87;0;0;16007503.66;23149664.38;1347716.6134197894;42874.88350747902;5;3;3G;HSUPA;6649652;1101;0;63601;et;-83;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;1;2019-07-10 15:23:05.628000;53e663c1-a56c-4ed2-8b22-e27483238935;2019-07-10 15:22:01.665000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPA;;;;;;-76;6;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-10 09:34:14.725000;6cfafa61-7de1-4302-bf2d-f11611d8c99f;2019-07-10 09:33:09.392000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSUPA;6649725;1101;-1;63601;et;-75;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-10 09:38:20.649000;6cfafa61-7de1-4302-bf2d-f11611d8c99f;2019-07-10 09:36:14.423000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;2G;EDGE;6649719;1101;-1;63601;et;-51;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-10 09:38:20.649000;6cfafa61-7de1-4302-bf2d-f11611d8c99f;2019-07-10 09:36:14.423000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;2G;EDGE;6649719;1101;-1;63601;et;-51;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-10 09:38:20.649000;6cfafa61-7de1-4302-bf2d-f11611d8c99f;2019-07-10 09:36:14.423000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;2G;EDGE;6649719;1101;-1;63601;et;-51;5;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;4;2019-07-10 09:39:47.379000;6cfafa61-7de1-4302-bf2d-f11611d8c99f;2019-07-10 09:40:29.952000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6649719;1101;-1;63601;et;-73;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
SKYPE___GENERAL___MOS;4;2019-07-10 15:42:04.391000;53e663c1-a56c-4ed2-8b22-e27483238935;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SKYPE___GENERAL___MOS;3;2019-07-10 15:42:18.252000;53e663c1-a56c-4ed2-8b22-e27483238935;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YOUTUBE___GENERAL___MOS;1;2019-07-10 15:59:25.995000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-10 15:59:41.812000;172211717.97333333;0.25;0;1462940.3733333333;967358.4;6904033.241144497;6688152.99149968;1;1;4G;LTE;270851;11212;-1;63601;et;-92;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:01:35.199000;547119ec-f0f8-4246-b8b6-db8a7c881e5c;2019-07-10 16:01:29.867000;179543672.70930234;0.14;0;730739.4418604651;1780200.72;6550998.812445986;1423289.2818449226;5;3;4G;LTE;270849;11212;-1;63601;et;-95;5;False;False;False;False;False;False;-Inf;-2147483648;<unknown ssid>
YOUTUBE___GENERAL___MOS;2;2019-07-10 16:18:20.387000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:18:07.842000;205577013.55294117;0.15000000000000002;0;421224.1176470588;2832199.08;9448043.229445856;1255947.4456165317;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:18:30.920000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:18:53.835000;192238904.09411764;0.15000000000000002;0;479808.23529411765;11376777.94;9199998.872091588;1861018.5146375892;5;3;4G;LTE;270850;11212;-1;63601;et;-99;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:18:46.542000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:18:53.835000;192238904.09411764;0.15000000000000002;0;479808.23529411765;11376777.94;9199998.872091588;1861018.5146375892;5;3;4G;LTE;270850;11212;-1;63601;et;-99;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:19:12.273000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:18:53.835000;192238904.09411764;0.15000000000000002;0;479808.23529411765;11376777.94;9199998.872091588;1861018.5146375892;5;3;4G;LTE;270850;11212;-1;63601;et;-99;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:19:23.752000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:19:53.061000;199196558.19767442;0.14;0;742840.9302325582;3030300.52;8918991.221612295;2184977.5773831783;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;2;2019-07-10 16:19:33.033000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:19:53.061000;199196558.19767442;0.14;0;742840.9302325582;3030300.52;8918991.221612295;2184977.5773831783;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:19:42.651000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:19:53.061000;199196558.19767442;0.14;0;742840.9302325582;3030300.52;8918991.221612295;2184977.5773831783;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;2;2019-07-10 16:19:53.708000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:19:53.061000;199196558.19767442;0.14;0;742840.9302325582;3030300.52;8918991.221612295;2184977.5773831783;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;3;2019-07-10 16:20:02.755000;2d8046c6-adc9-4fe1-ab95-8ed857d6de23;2019-07-10 16:19:53.061000;199196558.19767442;0.14;0;742840.9302325582;3030300.52;8918991.221612295;2184977.5773831783;5;3;4G;LTE;270850;11212;-1;63601;et;-100;4;False;False;False;False;False;False;+Inf;2147483647;0x
YOUTUBE___GENERAL___MOS;1;2019-07-10 18:40:21.595000;cb37e0a5-814b-4d20-a5e4-7def1641e7b5;2019-07-10 18:40:26.848000;1.7976931348623157e+308;1;1;0;0;0;0;1;1;3G;HSPAP;6848132;1104;0;63601;et;-97;4;False;True;False;False;False;False;-Inf;-2147483648;<unknown ssid>
