FEEDBACK_APP;FEEDBACK_VALUE;FEEDBACK_DATE;USER_ID;DATE;RTT;DOWNLOAD_LOSS_RATE;UPLOAD_LOSS_RATE;DOWNLOAD_JITTER;UPLOAD_JITTER;UDP_DOWNLOAD_THROUGHPUT;UDP_UPLOAD_THROUGHPUT;SKYPE___VOICE_CALL___MOS;YOUTUBE___VIDEO_PLAYBACK___P_720___MOS;NETWORK_CLASS;NETWORK_TYPE;MOBILE_GSM_CID;MOBILE_GSM_LAC;MOBILE_UMTS_PSC;MOBILE_OPERATOR;MOBILE_OPERATOR_COUNTRY_CODE;SIGNAL_STRENGTH_RSSI__dBm(0);SIGNAL_STRENGTH_LEVEL(0);IS_IN_AIRPLANE_MODE;IS_MOBILE_DATA_ENABLED;IS_ROAMING_DATA_ENABLED;IS_IN_NATIONAL_ROAMING;IS_IN_ROAMING;IS_WIFI_CONNECTED;SIGNAL_STRENGTH_RSSI__dBm(1);SIGNAL_STRENGTH_LEVEL(1);WIFI_SSID
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:01:58.627000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:01:29.674000;103583107.9;0;0;468755.56;746034.16;9318479.726653516;8187393.88797995;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:02:10.644000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:01:29.674000;103583107.9;0;0;468755.56;746034.16;9318479.726653516;8187393.88797995;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:02:17.889000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:02:56.655000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:02:32.427000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:02:56.655000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:02:43.196000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:02:56.655000;1.7976931348623157e+308;1;1;0;0;0;0;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;4;2019-08-10 17:04:25.394000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:04:29.340000;103722480.94;0;0;324649.36;936463.6;9262543.607990617;10245049.257003512;1;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:04:33.201000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:04:29.340000;103722480.94;0;0;324649.36;936463.6;9262543.607990617;10245049.257003512;1;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:04:40.468000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:04:29.340000;103722480.94;0;0;324649.36;936463.6;9262543.607990617;10245049.257003512;1;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:04:46.243000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:04:29.340000;103722480.94;0;0;324649.36;936463.6;9262543.607990617;10245049.257003512;1;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:05:43.244000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:05:29.128000;104216513.63;0;0;579403.28;616037.9;8467684.968374062;3043301.153681797;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:05:49.454000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:05:29.128000;104216513.63;0;0;579403.28;616037.9;8467684.968374062;3043301.153681797;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:06:01.229000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:06:29.307000;169555289.44;0;0;1140303.18;1866506.82;9677827.882099358;7298126.419710056;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:06:23.277000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:06:29.307000;169555289.44;0;0;1140303.18;1866506.82;9677827.882099358;7298126.419710056;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"MESSENGER___GENERAL___MOS;5;2019-08-10 17:06:35.028000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:06:29.307000;169555289.44;0;0;1140303.18;1866506.82;9677827.882099358;7298126.419710056;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"INSTAGRAM___GENERAL___MOS;5;2019-08-10 17:08:04.077000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:08:28.801000;104201618.86;0;0;694304.72;526699.32;8637767.284391655;10801902.300919415;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:08:12.312000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:08:28.801000;104201618.86;0;0;694304.72;526699.32;8637767.284391655;10801902.300919415;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:08:30.996000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:08:28.801000;104201618.86;0;0;694304.72;526699.32;8637767.284391655;10801902.300919415;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:11:33.593000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:11:29.084000;105910400.79;0;0;566023.4;711320.88;10335092.876370857;3472242.868044112;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:11:43.384000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:11:29.084000;105910400.79;0;0;566023.4;711320.88;10335092.876370857;3472242.868044112;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:11:50.345000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:11:29.084000;105910400.79;0;0;566023.4;711320.88;10335092.876370857;3472242.868044112;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:11:57.361000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:11:29.084000;105910400.79;0;0;566023.4;711320.88;10335092.876370857;3472242.868044112;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:04.561000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:10.116000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:15.279000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:22.084000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:28.941000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:35.220000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:40.945000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:45.939000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:12:54.372000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:12:28.905000;103912365.48;0;0;495089.44;745934.62;8621949.556696258;3881537.5091084572;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:00.829000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:07.004000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:13.284000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:18.739000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:23.836000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:13:32.221000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:13:29.296000;108329881.04;0;0;733387.14;919738.12;8412953.737966068;9877811.964873902;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"SKYPE___GENERAL___MOS;5;2019-08-10 17:14:21.712000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:14:28.966000;104772776.7;0;0;602501.24;469565.94;8934210.926377099;3264120.2210096857;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:14:40.994000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:14:28.966000;104772776.7;0;0;602501.24;469565.94;8934210.926377099;3264120.2210096857;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:16:39.480000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:16:29.396000;104903358.57;0;0;591508.26;603436.92;9740173.455717579;2540810.694054061;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:16:46.811000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:16:29.396000;104903358.57;0;0;591508.26;603436.92;9740173.455717579;2540810.694054061;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:20.711000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:26.695000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:33.160000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:41.052000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:47.662000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:17:54.195000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:17:28.869000;105453604.45;0;0;827841.52;666618.2;9946739.183460783;8499893.265031897;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:02.394000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:16.262000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:21.352000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:27.263000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:34.546000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:40.010000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:46.115000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:18:55.116000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:18:29.281000;104443256.41;0;0;705327.62;644985.72;7271059.319094444;12513131.40669094;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:19:08.945000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:19:29.056000;131510345.21;0;0;1738911.9;2811551.46;9067031.475396242;3625107.784878918;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:20.660000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:30.014000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:36.193000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:42.637000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:48.763000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:22:55.913000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:22:28.851000;102949534.68;0;0;292392.1;584598.54;10232090.903794728;11586692.475219524;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:23:03.677000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:23:29.852000;105980047.35;0;0;623790.16;465627.4;9233615.219580263;16334999.489531266;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:23:12.310000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:23:29.852000;105980047.35;0;0;623790.16;465627.4;9233615.219580263;16334999.489531266;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:23:18.219000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:23:29.852000;105980047.35;0;0;623790.16;465627.4;9233615.219580263;16334999.489531266;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:23:23.945000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:23:29.852000;105980047.35;0;0;623790.16;465627.4;9233615.219580263;16334999.489531266;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:23:31.895000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:23:29.852000;105980047.35;0;0;623790.16;465627.4;9233615.219580263;16334999.489531266;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:24:53.337000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:24:29.841000;103209331.78;0;0;419593.38;577623.54;8857784.742969064;6638542.096107618;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:25:24.427000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:25:29.137000;104803820.53;0;0;380513;894066.98;10009399.21448491;7262976.4017746495;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:25:32.416000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:25:29.137000;104803820.53;0;0;380513;894066.98;10009399.21448491;7262976.4017746495;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:25:40.377000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:25:29.137000;104803820.53;0;0;380513;894066.98;10009399.21448491;7262976.4017746495;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:25:48.071000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:25:29.137000;104803820.53;0;0;380513;894066.98;10009399.21448491;7262976.4017746495;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:25:56.660000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:25:29.137000;104803820.53;0;0;380513;894066.98;10009399.21448491;7262976.4017746495;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:26:02.228000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:26:09.811000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:26:17.785000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;4;2019-08-10 17:26:24.033000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:26:31.328000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
"YOUTUBE___GENERAL___MOS;5;2019-08-10 17:26:40.733000;5c42bcca-ced2-43f8-96eb-2de0eaa8af69;2019-08-10 17:26:28.847000;104975715.28;0;0;783340.92;565192.88;10475691.200729396;11808030.056803782;5;5;4G;LTE;;;;20801;fr;+Inf;1;False;True;True;False;False;True;-10;5;""BlueStacks"""
