,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
10,24,INSTAGRAM___GENERAL___MOS,1,2019-04-18 19:15:55.334000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:15:57.232000,3530840.0,0.0,0.0,527979.49,266957.34,10238448.72,4716951.853999999,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>,10,5,8,"['D 1 -> F_name: DTH  (F_Val: 10238448.72, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3530840.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10238448.72, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 527979.49, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10238448.72, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 3530840.0, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 527979.49, M_Val: 11000000) Branch: trueBranch']"
11,25,INSTAGRAM___GENERAL___MOS,5,2019-04-18 19:39:30.387000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-18 19:39:57.880000,7218490.0,0.0,0.0,2067237.85,2421179.95,10825911.45,4699155.631,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>,11,5,8,"['D 1 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 7218490.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 2067237.85, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10825911.45, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 7218490.0, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 2067237.85, M_Val: 11000000) Branch: trueBranch']"
12,26,SPOTIFY___GENERAL___MOS,5,2019-04-19 10:55:49.428000,86ac0398-dca7-404a-bf79-4d23da9ec447,2019-04-19 10:56:12.129000,3835246.28,0.0,0.0,623187.18,495877.1,11543009.68,18944732.64,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-63.0,5.0,False,True,False,False,False,True,-65.0,4.0,INRIA-interne,12,5,8,"['D 1 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 3835246.28, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 623187.18, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 11543009.68, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 3835246.28, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 623187.18, M_Val: 11000000) Branch: trueBranch']"
13,27,HANGOUTS___GENERAL___MOS,4,2019-04-23 10:39:59.229000,84a0d1eb-3ae9-4427-a391-655d2e292d77,2019-04-23 10:39:33.473000,13386816.86,0.0,0.0,849974.86,363695.0,10238686.76,6843163.345,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>,13,5,8,"['D 1 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 13386816.86, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 849974.86, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10238686.76, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 13386816.86, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 849974.86, M_Val: 11000000) Branch: trueBranch']"
14,28,EMAIL___GENERAL___MOS,5,2019-05-07 13:08:14.111000,9a1161bd-9140-4c42-af7b-25f7423c73f1,2019-05-07 13:08:34.102000,51196364.58,0.0,0.0,791526.44,1510031.65,7699784.129,1837263.5680000002,5.0,5.0,4G,LTE,1377299.0,49803.0,11.0,20810.0,fr,-111.0,3.0,False,True,True,False,False,False,inf,2147483647.0,<unknown ssid>,14,5,8,"['D 1 -> F_name: DTH  (F_Val: 7699784.129, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 51196364.58, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 7699784.129, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 791526.44, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 7699784.129, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 51196364.58, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 791526.44, M_Val: 11000000) Branch: trueBranch']"
15,29,YOUTUBE___VIDEO_PLAYBACK___S_144___MOS,5,2019-05-14 16:42:02.574000,aebcc31b-34b5-4fef-bd52-d8fab9cfb9ed,2019-05-14 16:41:53.845000,20748800.0,0.0,0.0,1717010.99,1172015.81,9591643.644,2002063.324,5.0,5.0,4G,LTE,91.0,3.0,2147483647.0,310260.0,us,-100.0,3.0,False,True,True,False,False,False,-inf,-2147483648.0,<unknown ssid>,15,5,8,"['D 1 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 20748800.0, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1717010.99, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9591643.644, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 20748800.0, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1717010.99, M_Val: 11000000) Branch: trueBranch']"
16,30,INSTAGRAM___GENERAL___MOS,5,2019-05-15 11:42:06.351000,d2b26cdd-5361-4d1b-bfe2-a26a6cd58b82,2019-05-15 11:41:54.839000,55369281.68,0.0,0.0,1886329.74,1787385.84,9838270.616,14514902.36,5.0,5.0,UNKNOWN,UNKNOWN,86052336.0,3062.0,-1.0,20815.0,fr,-85.0,5.0,False,True,False,False,False,True,-70.0,4.0,INRIA-interne,16,5,8,"['D 1 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 55369281.68, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 1886329.74, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9838270.616, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 55369281.68, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 1886329.74, M_Val: 11000000) Branch: trueBranch']"
17,31,NETFLIX___GENERAL___MOS,5,2019-05-16 17:52:21.667000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:52:06.249000,32170579.68,0.0,0.0,303464.71,1178226.0,10041349.45,12625157.19,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-91.0,4.0,False,True,False,False,False,True,-46.0,5.0,Error 404,17,5,8,"['D 1 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 32170579.68, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 303464.71, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 10041349.45, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 32170579.68, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 303464.71, M_Val: 11000000) Branch: trueBranch']"
18,32,TELEGRAM___GENERAL___MOS,5,2019-05-16 17:53:18.769000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:53:06.030000,32183950.6,0.0,0.0,248586.17,1307066.82,8022137.351,9460067.506000001,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-93.0,4.0,False,True,False,False,False,True,-49.0,5.0,Error 404,18,5,8,"['D 1 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 32183950.6, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 248586.17, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 8022137.351, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 32183950.6, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 248586.17, M_Val: 11000000) Branch: trueBranch']"
19,33,SKYPE___CHAT_AUDIO_MESSAGE___MOS,5,2019-05-16 17:57:29.991000,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,2019-05-16 17:57:22.307000,35094907.31,0.0,0.0,222787.01,1337333.13,9765562.536,7560544.203,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-91.0,4.0,False,True,False,False,False,True,-46.0,5.0,Error 404,19,5,8,"['D 1 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 35094907.31, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 222787.01, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9765562.536, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 35094907.31, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 222787.01, M_Val: 11000000) Branch: trueBranch']"
20,34,SKYPE___CHAT_IMAGE_MESSAGE___MOS,5,2019-05-16 18:13:31.270000,4d8f5198-c6e6-49b4-ac57-02c5a949638e,2019-05-16 18:13:11.690000,30738761.96,0.0,0.0,129933.1,1246912.31,9697205.486,10190337.24,5.0,5.0,UNKNOWN,UNKNOWN,86074373.0,3062.0,-1.0,20815.0,fr,-95.0,4.0,False,True,False,False,False,True,-59.0,5.0,Error 404,20,5,8,"['D 1 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 30738761.96, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 129933.1, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9697205.486, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 30738761.96, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 129933.1, M_Val: 11000000) Branch: trueBranch']"
