,index,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DL,UL,DJ,UJ,DTH,UTH,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID,idx,YOUTUBE_AUTO_MOS,Depth,Detail_node
464,713,YOUTUBE___GENERAL___MOS,5,2019-07-16 10:01:16.127000,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2019-07-16 10:01:39.556000,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0,UNKNOWN,UNKNOWN,6742187.0,1103.0,-1.0,63601.0,et,-73.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,0x,464,1,8,"['D 1 -> F_name: DTH  (F_Val: 63198.876879999996, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 183098169.3, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 936272.4, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 3113147.54, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 936272.4, M_Val: 29000000) Branch: trueBranch']"
465,714,YOUTUBE___GENERAL___MOS,5,2019-07-16 10:01:22.435000,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2019-07-16 10:01:39.556000,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0,UNKNOWN,UNKNOWN,6742187.0,1103.0,-1.0,63601.0,et,-73.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,0x,465,1,8,"['D 1 -> F_name: DTH  (F_Val: 63198.876879999996, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 183098169.3, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 936272.4, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 3113147.54, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 936272.4, M_Val: 29000000) Branch: trueBranch']"
466,715,YOUTUBE___GENERAL___MOS,5,2019-07-16 10:01:28.621000,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2019-07-16 10:01:39.556000,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0,UNKNOWN,UNKNOWN,6742187.0,1103.0,-1.0,63601.0,et,-73.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,0x,466,1,8,"['D 1 -> F_name: DTH  (F_Val: 63198.876879999996, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 183098169.3, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 936272.4, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 3113147.54, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 936272.4, M_Val: 29000000) Branch: trueBranch']"
467,716,YOUTUBE___GENERAL___MOS,4,2019-07-16 10:01:34.085000,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,2019-07-16 10:01:39.556000,183098169.3,0.0,0.0,936272.4,3113147.54,63198.876879999996,953727.2025,4.0,4.0,UNKNOWN,UNKNOWN,6742187.0,1103.0,-1.0,63601.0,et,-73.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,0x,467,1,8,"['D 1 -> F_name: DTH  (F_Val: 63198.876879999996, M_Val: 187500) Branch: trueBranch', 'D 2 -> F_name: RTT  (F_Val: 183098169.3, M_Val: 234500000) Branch: trueBranch', 'D 3 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 936272.4, M_Val: 500000) Branch: falseBranch', 'D 5 -> F_name: UJ  (F_Val: 3113147.54, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.015) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.105) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 936272.4, M_Val: 29000000) Branch: trueBranch']"
468,719,YOUTUBE___GENERAL___MOS,5,2019-07-16 10:10:44.168000,547119ec-f0f8-4246-b8b6-db8a7c881e5c,2019-07-16 10:10:39.850000,154428513.1,0.0,0.0,901794.24,1726113.68,9686649.279,6980441.708,5.0,5.0,4G,LTE,270851.0,11212.0,-1.0,63601.0,et,-91.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,468,5,8,"['D 1 -> F_name: DTH  (F_Val: 9686649.279, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 154428513.1, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9686649.279, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 901794.24, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9686649.279, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 154428513.1, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 901794.24, M_Val: 11000000) Branch: trueBranch']"
469,720,YOUTUBE___GENERAL___MOS,3,2019-07-16 11:25:53.199000,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,2019-07-16 11:25:33.787000,167833363.3,0.0,0.0,501578.32,1777095.6,1665804.4119999998,25432.8409,4.0,4.0,3G,HSPAP,6650522.0,1101.0,0.0,63601.0,et,-65.0,5.0,False,True,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,469,5,8,"['D 1 -> F_name: DTH  (F_Val: 1665804.4119999998, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 167833363.3, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 1665804.4119999998, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 501578.32, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 1665804.4119999998, M_Val: 3000000) Branch: trueBranch', 'D 7 -> F_name: RTT  (F_Val: 167833363.3, M_Val: 73500000) Branch: falseBranch', 'D 8 -> F_name: DJ  (F_Val: 501578.32, M_Val: 4000000) Branch: trueBranch']"
470,722,YOUTUBE___GENERAL___MOS,5,2019-07-16 12:52:36.042000,547119ec-f0f8-4246-b8b6-db8a7c881e5c,2019-07-16 12:52:29.071000,153366892.3,0.0,0.0,194801.12,1956584.78,9543256.933,5335911.571,1.0,5.0,4G,LTE,270850.0,11212.0,-1.0,63601.0,et,-91.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,470,5,8,"['D 1 -> F_name: DTH  (F_Val: 9543256.933, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 153366892.3, M_Val: 310000000) Branch: trueBranch', 'D 3 -> F_name: DTH  (F_Val: 9543256.933, M_Val: 750000) Branch: falseBranch', 'D 4 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 5 -> F_name: DJ  (F_Val: 194801.12, M_Val: 77000000) Branch: trueBranch', 'D 6 -> F_name: DTH  (F_Val: 9543256.933, M_Val: 3000000) Branch: falseBranch', 'D 7 -> F_name: RTT  (F_Val: 153366892.3, M_Val: 157500000) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 194801.12, M_Val: 11000000) Branch: trueBranch']"
471,733,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:34.132000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,471,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
472,734,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:38.460000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,472,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
473,735,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:43.972000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,473,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
474,736,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:43.972000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,474,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
475,737,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:51.242000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,475,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
476,738,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:23:55.706000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,476,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
477,739,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:02.501000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,477,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
478,740,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:12.628000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,478,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
479,741,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:21.167000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,479,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
480,742,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:24.735000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,480,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
481,743,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:28.792000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:23:32.244000,10110425037.0,0.0,0.0,5978604.92,34269013.66,222130.7329,200375.585,5.0,1.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-77.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,481,3,8,"['D 1 -> F_name: DTH  (F_Val: 222130.7329, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 10110425037.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 5978604.92, M_Val: 77000000) Branch: trueBranch']"
482,744,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:41.252000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:25:37.553000,2296688133.0,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,482,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
483,745,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:45.262000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:25:37.553000,2296688133.0,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,483,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
484,746,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:24:57.196000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:25:37.553000,2296688133.0,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,484,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
485,747,YOUTUBE___GENERAL___MOS,1,2019-07-17 11:25:03.163000,4fc50d8d-d73a-4fbe-90c2-121b20cc8902,2019-07-17 11:25:37.553000,2296688133.0,0.0,0.0,16437435.48,25520021.14,275959.5864,25927.0109,4.0,2.0,3G,HSPAP,6738013.0,1103.0,-1.0,63601.0,et,-75.0,5.0,False,False,False,False,False,False,-inf,-2147483648.0,<unknown ssid>,485,3,8,"['D 1 -> F_name: DTH  (F_Val: 275959.5864, M_Val: 187500) Branch: falseBranch', 'D 2 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 310000000) Branch: falseBranch', 'D 3 -> F_name: DL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 4 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 206000000) Branch: trueBranch', 'D 5 -> F_name: RTT  (F_Val: 2296688133.0, M_Val: 1404000000) Branch: falseBranch', 'D 6 -> F_name: DL  (F_Val: 0.0, M_Val: 0.04) Branch: trueBranch', 'D 7 -> F_name: UL  (F_Val: 0.0, M_Val: 0.275) Branch: trueBranch', 'D 8 -> F_name: DJ  (F_Val: 16437435.48, M_Val: 77000000) Branch: trueBranch']"
