4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
YOUTUBE___GENERAL___MOS,5,15:44.6,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,15:50.0,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,15:55.0,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,15:59.9,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:05.5,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:11.4,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:17.6,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:26.3,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:31.8,9860c008-6ff1-4f10-938b-35500b5585f7,16:05.0,105593054.4,0,0,600459.92,1085872.44,9525451.973,4830390.015,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:41.9,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:50.6,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,16:56.1,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:01.3,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:06.2,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:10.8,9860c008-6ff1-4f10-938b-35500b5585f7,17:05.3,108113704.3,0,0,939333.88,896232.98,9859897.371,6944804.288,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:45.1,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:49.8,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:54.7,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,17:59.5,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:04.4,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:09.0,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:14.0,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:18.5,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:23.1,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:27.9,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:32.4,9860c008-6ff1-4f10-938b-35500b5585f7,18:05.2,103683849.9,0,0,400622.76,607866.56,9470552.082,6608713.003,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:37.5,9860c008-6ff1-4f10-938b-35500b5585f7,19:05.0,105938027.1,0,0,804281.7,1403151.76,7313102.11,10468084.12,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:43.4,9860c008-6ff1-4f10-938b-35500b5585f7,19:05.0,105938027.1,0,0,804281.7,1403151.76,7313102.11,10468084.12,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,18:48.3,9860c008-6ff1-4f10-938b-35500b5585f7,19:05.0,105938027.1,0,0,804281.7,1403151.76,7313102.11,10468084.12,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:18.2,9860c008-6ff1-4f10-938b-35500b5585f7,20:04.9,114491035.3,0,0,769809,2638627.64,8653967.159,11560054.54,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:22.9,9860c008-6ff1-4f10-938b-35500b5585f7,20:04.9,114491035.3,0,0,769809,2638627.64,8653967.159,11560054.54,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:27.3,9860c008-6ff1-4f10-938b-35500b5585f7,20:04.9,114491035.3,0,0,769809,2638627.64,8653967.159,11560054.54,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:32.1,9860c008-6ff1-4f10-938b-35500b5585f7,20:04.9,114491035.3,0,0,769809,2638627.64,8653967.159,11560054.54,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:37.4,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:42.1,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:48.7,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:54.6,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,20:59.2,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:10.9,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:16.2,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:21.5,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:26.8,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:31.7,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,21:37.2,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:05.0,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:10.2,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:15.2,9860c008-6ff1-4f10-938b-35500b5585f7,21:04.9,104186931.7,0,0,499694.96,899709.18,7843762.186,8326590.265,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:21.0,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:27.1,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:31.9,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:37.1,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:44.4,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:49.3,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,22:59.8,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:05.8,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:11.5,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:16.0,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
HANGOUTS___GENERAL___MOS,5,23:25.9,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:31.0,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:37.6,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:43.6,9860c008-6ff1-4f10-938b-35500b5585f7,23:27.1,102329254.5,0,0,441265.8,447880.8,8994953.595,9580174.482,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:49.9,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,23:56.2,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,24:01.6,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,24:07.4,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,24:22.8,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,24:29.7,9860c008-6ff1-4f10-938b-35500b5585f7,24:01.0,103587610.9,0,0,447536.62,931950.52,10527304.82,8490201.111,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:20.4,9860c008-6ff1-4f10-938b-35500b5585f7,26:05.1,102736735.3,0,0,378693.88,637155.96,9662902.199,2649682.326,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:26.2,9860c008-6ff1-4f10-938b-35500b5585f7,26:05.1,102736735.3,0,0,378693.88,637155.96,9662902.199,2649682.326,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:30.6,9860c008-6ff1-4f10-938b-35500b5585f7,26:05.1,102736735.3,0,0,378693.88,637155.96,9662902.199,2649682.326,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:36.6,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:41.1,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:46.9,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:51.9,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,26:56.5,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:02.0,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:06.4,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:12.0,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:16.7,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:21.4,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:26.5,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:31.0,9860c008-6ff1-4f10-938b-35500b5585f7,27:05.5,102915323.6,0,0,354373.16,446265.68,10156599.75,10813849.25,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:35.8,9860c008-6ff1-4f10-938b-35500b5585f7,28:04.9,103297716.7,0,0,397911.96,666247.42,9787568.367,8950566.871,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
YOUTUBE___GENERAL___MOS,5,27:40.5,9860c008-6ff1-4f10-938b-35500b5585f7,28:04.9,103297716.7,0,0,397911.96,666247.42,9787568.367,8950566.871,5,5,4G,LTE,,,,20801,fr,#NAME?,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,-10,5,BlueStacks
