4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,USER_ID,DATE,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
YOUTUBE___GENERAL___MOS,4,35:52.7,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,33:21.1,1665094485,0,0,5712694.32,19408293.1,475298.0871,31563.64597,5,3,3G,HSPAP,6718013,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,35:57.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,33:21.1,1665094485,0,0,5712694.32,19408293.1,475298.0871,31563.64597,5,3,3G,HSPAP,6718013,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,36:14.1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,36:25.0,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,36:29.5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,36:51.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,37:27.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,37:32.1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,38:59.2,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,39:17.0,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,39:23.5,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,2,40:08.9,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,40:19.4,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,40:44.9,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,40:53.3,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,41:00.6,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,41:08.2,60902e68-2e7f-421b-b16f-7f11b9069e48,40:35.3,173072990.1,0,0,572147.7,1724745.08,987947.0691,830829.1345,4,4,3G,HSPA,6742187,1103,-1,63601,et,-73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,41:14.0,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,41:20.6,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,41:26.4,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,41:31.7,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,41:49.9,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,41:59.5,60902e68-2e7f-421b-b16f-7f11b9069e48,41:46.3,857572404.6,0,0,10053481.46,14972251.16,135657.709,183980.1541,4,4,3G,HSPA,6718016,1103,-1,63601,et,-68,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,42:15.3,60902e68-2e7f-421b-b16f-7f11b9069e48,42:35.5,207138204.7,0,0,1016619.16,2177295.6,2500405.08,1689911.101,5,5,3G,HSPA,6740446,1103,-1,63601,et,-58,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,37:58.6,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,38:59.9,#NULL!,1,1,0,0,0,0,5,4,3G,HSPAP,6718016,1103,-1,63601,et,-100,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,42:25.9,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,40:39.9,360784670.8,0,0,119741.24,6594161.74,1098511.148,2311899.487,1,5,4G,LTE,311555,11203,-1,63601,et,-106,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,42:39.0,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,42:51.9,60902e68-2e7f-421b-b16f-7f11b9069e48,42:35.5,207138204.7,0,0,1016619.16,2177295.6,2500405.08,1689911.101,5,5,3G,HSPA,6740446,1103,-1,63601,et,-58,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,43:08.1,60902e68-2e7f-421b-b16f-7f11b9069e48,42:35.5,207138204.7,0,0,1016619.16,2177295.6,2500405.08,1689911.101,5,5,3G,HSPA,6740446,1103,-1,63601,et,-58,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,43:13.7,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,43:26.4,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,43:31.4,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,43:39.0,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,43:45.4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,43:52.1,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,43:58.2,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,44:01.5,60902e68-2e7f-421b-b16f-7f11b9069e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE___GENERAL___MOS,5,44:11.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,44:37.7,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,45:06.7,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,44:19.8,#NULL!,1,1,0,0,0,0,5,5,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,44:50.1,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,2,44:59.2,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,3,45:15.4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,46:06.9,127811204.4,0.01,0,235707.596,2423120.68,1724913.177,10733109.4,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,45:20.1,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,45:20.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,46:06.9,127811204.4,0.01,0,235707.596,2423120.68,1724913.177,10733109.4,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,45:24.5,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,45:42.4,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,46:06.9,127811204.4,0.01,0,235707.596,2423120.68,1724913.177,10733109.4,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,45:50.1,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,45:54.2,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,45:58.0,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,46:30.7,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,46:06.9,127811204.4,0.01,0,235707.596,2423120.68,1724913.177,10733109.4,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,46:04.3,60902e68-2e7f-421b-b16f-7f11b9069e48,43:43.5,791888942.3,0,0,10800550.14,15803482.82,512353.5514,1745450.038,4,4,3G,HSPA,6718013,1103,-1,63601,et,-71,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,46:35.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,46:06.9,127811204.4,0.01,0,235707.596,2423120.68,1724913.177,10733109.4,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,45:36.0,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE___GENERAL___MOS,4,46:54.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,47:06.6,146109590.7,0,0,293864.64,3128358.04,3810728.868,3487432.047,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,45:52.6,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE___GENERAL___MOS,4,47:17.6,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,47:06.6,146109590.7,0,0,293864.64,3128358.04,3810728.868,3487432.047,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,46:10.1,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE___GENERAL___MOS,5,47:22.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,47:06.6,146109590.7,0,0,293864.64,3128358.04,3810728.868,3487432.047,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,47:27.5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,47:06.6,146109590.7,0,0,293864.64,3128358.04,3810728.868,3487432.047,5,5,4G,LTE,313346,11203,-1,63601,et,-103,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,46:31.2,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YOUTUBE___GENERAL___MOS,5,48:11.5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,48:06.6,157562599.2,0,0,187923.96,3147215.4,1397797.283,4349402.181,5,4,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,46:43.2,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,46:47.0,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,47:00.4,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,47:00.2,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,46:55.4,14226774237,0,0,78439389.08,124548859.2,41369.68321,34202.56526,4,1,UNKNOWN,UNKNOWN,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,0x
YOUTUBE___GENERAL___MOS,1,47:24.0,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,47:34.3,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,48:16.3,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,48:06.6,157562599.2,0,0,187923.96,3147215.4,1397797.283,4349402.181,5,4,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,47:08.1,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,46:55.4,14226774237,0,0,78439389.08,124548859.2,41369.68321,34202.56526,4,1,UNKNOWN,UNKNOWN,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,0x
YOUTUBE___GENERAL___MOS,1,47:38.1,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,47:44.3,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,48:22.5,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,48:06.6,157562599.2,0,0,187923.96,3147215.4,1397797.283,4349402.181,5,4,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
SKYPE___GENERAL___MOS,4,47:16.2,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,46:55.4,14226774237,0,0,78439389.08,124548859.2,41369.68321,34202.56526,4,1,UNKNOWN,UNKNOWN,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,0x
YOUTUBE___GENERAL___MOS,1,47:48.3,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,48:04.6,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,4,48:27.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,48:06.6,157562599.2,0,0,187923.96,3147215.4,1397797.283,4349402.181,5,4,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,48:11.4,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,1,48:17.9,60902e68-2e7f-421b-b16f-7f11b9069e48,49:02.5,329342189.4,0,0,2217979.68,4026196.84,206766.1582,1152765.337,4,1,3G,HSPAP,6719114,1103,-1,63601,et,-81,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
YOUTUBE___GENERAL___MOS,5,48:44.8,1802d1ed-3967-45a2-a29b-a5a0125b0ae5,49:21.5,129938443.9,0,0,191000.56,2499875.7,2971408.477,29335149.8,5,4,4G,LTE,313346,11203,-1,63601,et,-102,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,#NAME?,-2147483648,<unknown ssid>
