FB Mos 1 vs ITU_QoE,ITU_QoE_Class_1,FB MoS 2 vs IUT_QoE,IUT_QoE_Class_2,FB MoS 3 vs ITU_QoE,ITU_QoE_Class_3,FB MoS 4 vs ITU_QoE,ITU_QoE_Class_4,FB MoS 5 vs ITU_QoE,ITU_QoE_Class_5
2.493524797,2.493524797,,,,,2.046821343,2.046821343,2.533011769,2.533011769
2.493524797,2.493524797,,,,,2.046821343,2.046821343,2.533756982,2.533756982
2.493524797,2.493524797,,,,,2.046821343,2.046821343,2.537191856,2.537191856
2.493524797,2.493524797,,,,,2.046821343,2.046821343,2.537191856,2.537191856
2.493524797,2.493524797,,,,,2.046821343,2.046821343,2.537191856,2.537191856
2.519108638,2.519108638,,,,,2.046821343,2.046821343,2.537191856,2.537191856
2.519108638,2.519108638,,,,,2.046821343,2.046821343,2.595254831,2.595254831
2.519108638,2.519108638,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.519108638,2.519108638,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.554578391,2.554578391,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.583264355,2.583264355,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.590051721,2.590051721,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.595254831,2.595254831,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.595254831,2.595254831,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.595254831,2.595254831,,,,,2.046821343,2.046821343,2.618344525,2.618344525
2.595254831,2.595254831,,,,,2.046821343,2.046821343,2.622658744,2.622658744
2.595254831,2.595254831,,,,,2.046821343,2.046821343,2.62744161,2.62744161
2.651234063,2.651234063,,,,,2.060010637,2.060010637,2.655636658,2.655636658
2.926466126,2.926466126,,,,,2.060010637,2.060010637,2.655636658,2.655636658
3.119406139,3.119406139,,,,,2.060010637,2.060010637,2.655636658,2.655636658
3.157978017,3.157978017,,,,,2.060010637,2.060010637,2.667716471,2.667716471
3.199520292,3.199520292,,,,,2.060010637,2.060010637,2.667716471,2.667716471
3.29828734,3.29828734,,,,,2.060010637,2.060010637,2.740384895,2.740384895
3.349908401,3.349908401,,,,,2.060010637,2.060010637,2.740384895,2.740384895
3.349908401,3.349908401,,,,,2.060010637,2.060010637,2.77840284,2.77840284
3.349908401,3.349908401,,,,,2.069491175,2.069491175,2.77840284,2.77840284
3.423011834,3.423011834,,,,,2.107152878,2.107152878,2.77840284,2.77840284
3.423011834,3.423011834,,,,,2.107152878,2.107152878,2.83785796,2.83785796
3.424678756,3.424678756,,,,,2.107152878,2.107152878,2.83785796,2.83785796
3.424678756,3.424678756,,,,,2.10956717,2.10956717,2.83785796,2.83785796
3.424678756,3.424678756,,,,,2.10956717,2.10956717,2.83785796,2.83785796
3.44095256,3.44095256,,,,,2.10956717,2.10956717,2.86142518,2.86142518
3.532262069,3.532262069,,,,,2.10956717,2.10956717,2.878573542,2.878573542
3.554962851,3.554962851,,,,,2.10956717,2.10956717,2.878573542,2.878573542
3.557511335,3.557511335,,,,,2.10956717,2.10956717,2.878573542,2.878573542
3.557511335,3.557511335,,,,,2.130269732,2.130269732,2.878573542,2.878573542
3.557511335,3.557511335,,,,,2.130269732,2.130269732,2.878573542,2.878573542
3.607539685,3.607539685,,,,,2.132832666,2.132832666,2.878573542,2.878573542
3.607539685,3.607539685,,,,,2.132832666,2.132832666,2.878573542,2.878573542
3.607539685,3.607539685,,,,,2.132832666,2.132832666,2.892054184,2.892054184
3.712255389,3.712255389,,,,,2.132832666,2.132832666,2.892054184,2.892054184
3.796900606,3.796900606,,,,,2.132832666,2.132832666,2.926466126,2.926466126
3.93485184,3.93485184,,,,,2.132832666,2.132832666,2.926466126,2.926466126
4.278076363,4.278076363,,,,,2.132832666,2.132832666,2.926466126,2.926466126
4.27853579,4.27853579,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.926466126,2.926466126
,,,,,,2.132832666,2.132832666,2.929628632,2.929628632
,,,,,,2.132832666,2.132832666,2.929628632,2.929628632
,,,,,,2.132832666,2.132832666,2.964581658,2.964581658
,,,,,,2.132832666,2.132832666,2.964581658,2.964581658
,,,,,,2.139628026,2.139628026,2.964581658,2.964581658
,,,,,,2.139628026,2.139628026,2.964581658,2.964581658
,,,,,,2.166664368,2.166664368,2.964581658,2.964581658
,,,,,,2.168612253,2.168612253,3.038426823,3.038426823
,,,,,,2.168612253,2.168612253,3.038426823,3.038426823
,,,,,,2.168612253,2.168612253,3.038426823,3.038426823
,,,,,,2.176274001,2.176274001,3.056959223,3.056959223
,,,,,,2.176274001,2.176274001,3.085886073,3.085886073
,,,,,,2.176274001,2.176274001,3.125966915,3.125966915
,,,,,,2.177359615,2.177359615,3.125966915,3.125966915
,,,,,,2.183074347,2.183074347,3.125966915,3.125966915
,,,,,,2.183074347,2.183074347,3.125966915,3.125966915
,,,,,,2.183074347,2.183074347,3.128899667,3.128899667
,,,,,,2.183074347,2.183074347,3.131849432,3.131849432
,,,,,,2.183074347,2.183074347,3.131849432,3.131849432
,,,,,,2.183074347,2.183074347,3.131849432,3.131849432
,,,,,,2.183074347,2.183074347,3.16860434,3.16860434
,,,,,,2.183074347,2.183074347,3.170287538,3.170287538
,,,,,,2.183074347,2.183074347,3.181661525,3.181661525
,,,,,,2.183074347,2.183074347,3.181661525,3.181661525
,,,,,,2.183074347,2.183074347,3.181661525,3.181661525
,,,,,,2.18664417,2.18664417,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.181661525,3.181661525
,,,,,,2.189200406,2.189200406,3.201281908,3.201281908
,,,,,,2.189200406,2.189200406,3.205369732,3.205369732
,,,,,,2.189200406,2.189200406,3.205369732,3.205369732
,,,,,,2.189200406,2.189200406,3.205388606,3.205388606
,,,,,,2.189200406,2.189200406,3.205388606,3.205388606
,,,,,,2.189200406,2.189200406,3.216264183,3.216264183
,,,,,,2.189200406,2.189200406,3.216264183,3.216264183
,,,,,,2.189200406,2.189200406,3.217123545,3.217123545
,,,,,,2.189200406,2.189200406,3.217123545,3.217123545
,,,,,,2.189200406,2.189200406,3.217123545,3.217123545
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.247300081,3.247300081
,,,,,,2.189200406,2.189200406,3.274598933,3.274598933
,,,,,,2.189200406,2.189200406,3.282448313,3.282448313
,,,,,,2.189200406,2.189200406,3.282448313,3.282448313
,,,,,,2.189200406,2.189200406,3.282448313,3.282448313
,,,,,,2.189200406,2.189200406,3.306022472,3.306022472
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.310451105,3.310451105
,,,,,,2.189200406,2.189200406,3.319044623,3.319044623
,,,,,,2.189200406,2.189200406,3.332168133,3.332168133
,,,,,,2.189200406,2.189200406,3.332168133,3.332168133
,,,,,,2.189200406,2.189200406,3.341414419,3.341414419
,,,,,,2.189200406,2.189200406,3.341414419,3.341414419
,,,,,,2.189200406,2.189200406,3.342156375,3.342156375
,,,,,,2.189200406,2.189200406,3.342156375,3.342156375
,,,,,,2.189200406,2.189200406,3.342156375,3.342156375
,,,,,,2.19906262,2.19906262,3.358972277,3.358972277
,,,,,,2.19906262,2.19906262,3.364087016,3.364087016
,,,,,,2.201341794,2.201341794,3.377038127,3.377038127
,,,,,,2.201341794,2.201341794,3.377038127,3.377038127
,,,,,,2.201341794,2.201341794,3.377038127,3.377038127
,,,,,,2.203377301,2.203377301,3.390247175,3.390247175
,,,,,,2.203377301,2.203377301,3.390247175,3.390247175
,,,,,,2.203377301,2.203377301,3.401197278,3.401197278
,,,,,,2.203377301,2.203377301,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.401197278,3.401197278
,,,,,,2.20538326,2.20538326,3.402511228,3.402511228
,,,,,,2.20560969,2.20560969,3.402511228,3.402511228
,,,,,,2.20560969,2.20560969,3.402511228,3.402511228
,,,,,,2.210138924,2.210138924,3.402511228,3.402511228
,,,,,,2.210138924,2.210138924,3.405483265,3.405483265
,,,,,,2.219231639,2.219231639,3.405483265,3.405483265
,,,,,,2.219231639,2.219231639,3.405483265,3.405483265
,,,,,,2.219231639,2.219231639,3.409696024,3.409696024
,,,,,,2.221411587,2.221411587,3.420518566,3.420518566
,,,,,,2.221411587,2.221411587,3.420518566,3.420518566
,,,,,,2.221411587,2.221411587,3.423011834,3.423011834
,,,,,,2.221700044,2.221700044,3.423011834,3.423011834
,,,,,,2.221700044,2.221700044,3.423011834,3.423011834
,,,,,,2.221700044,2.221700044,3.44095256,3.44095256
,,,,,,2.221700044,2.221700044,3.445268506,3.445268506
,,,,,,2.221700044,2.221700044,3.445268506,3.445268506
,,,,,,2.221700044,2.221700044,3.445268506,3.445268506
,,,,,,2.224258922,2.224258922,3.445268506,3.445268506
,,,,,,2.224258922,2.224258922,3.445268506,3.445268506
,,,,,,2.225726755,2.225726755,3.445268506,3.445268506
,,,,,,2.225737792,2.225737792,3.445268506,3.445268506
,,,,,,2.225737792,2.225737792,3.445268506,3.445268506
,,,,,,2.225737792,2.225737792,3.462201323,3.462201323
,,,,,,2.225737792,2.225737792,3.464966108,3.464966108
,,,,,,2.225737792,2.225737792,3.464966108,3.464966108
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.225737792,2.225737792,3.468341579,3.468341579
,,,,,,2.228687394,2.228687394,3.468341579,3.468341579
,,,,,,2.228687394,2.228687394,3.468341579,3.468341579
,,,,,,2.230139702,2.230139702,3.468341579,3.468341579
,,,,,,2.230139702,2.230139702,3.470841179,3.470841179
,,,,,,2.230139702,2.230139702,3.470841179,3.470841179
,,,,,,2.230139702,2.230139702,3.470841179,3.470841179
,,,,,,2.234459571,2.234459571,3.470841179,3.470841179
,,,,,,2.234459571,2.234459571,3.470841179,3.470841179
,,,,,,2.234459571,2.234459571,3.470841179,3.470841179
,,,,,,2.235423809,2.235423809,3.470841179,3.470841179
,,,,,,2.235423809,2.235423809,3.470841179,3.470841179
,,,,,,2.235423809,2.235423809,3.474577636,3.474577636
,,,,,,2.235423809,2.235423809,3.483915387,3.483915387
,,,,,,2.235423809,2.235423809,3.483915387,3.483915387
,,,,,,2.235423809,2.235423809,3.485551794,3.485551794
,,,,,,2.235423809,2.235423809,3.490054654,3.490054654
,,,,,,2.235423809,2.235423809,3.490054654,3.490054654
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.493437875,3.493437875
,,,,,,2.235423809,2.235423809,3.50703514,3.50703514
,,,,,,2.235423809,2.235423809,3.50703514,3.50703514
,,,,,,2.235423809,2.235423809,3.50703514,3.50703514
,,,,,,2.235678904,2.235678904,3.50703514,3.50703514
,,,,,,2.235678904,2.235678904,3.50703514,3.50703514
,,,,,,2.24040555,2.24040555,3.50703514,3.50703514
,,,,,,2.24040555,2.24040555,3.50703514,3.50703514
,,,,,,2.24040555,2.24040555,3.50703514,3.50703514
,,,,,,2.24040555,2.24040555,3.50703514,3.50703514
,,,,,,2.24040555,2.24040555,3.516629904,3.516629904
,,,,,,2.240564065,2.240564065,3.516629904,3.516629904
,,,,,,2.247632959,2.247632959,3.516629904,3.516629904
,,,,,,2.247632959,2.247632959,3.524848184,3.524848184
,,,,,,2.251277758,2.251277758,3.524848184,3.524848184
,,,,,,2.262360086,2.262360086,3.524848184,3.524848184
,,,,,,2.262360086,2.262360086,3.524848184,3.524848184
,,,,,,2.264739472,2.264739472,3.524848184,3.524848184
,,,,,,2.271484606,2.271484606,3.524848184,3.524848184
,,,,,,2.271484606,2.271484606,3.524848184,3.524848184
,,,,,,2.271484606,2.271484606,3.527410996,3.527410996
,,,,,,2.288852628,2.288852628,3.527410996,3.527410996
,,,,,,2.288852628,2.288852628,3.527410996,3.527410996
,,,,,,2.288852628,2.288852628,3.527410996,3.527410996
,,,,,,2.288852628,2.288852628,3.527410996,3.527410996
,,,,,,2.288852628,2.288852628,3.527410996,3.527410996
,,,,,,2.289765214,2.289765214,3.527410996,3.527410996
,,,,,,2.300804345,2.300804345,3.527410996,3.527410996
,,,,,,2.300804345,2.300804345,3.530002474,3.530002474
,,,,,,2.300804345,2.300804345,3.530002474,3.530002474
,,,,,,2.300804345,2.300804345,3.530002474,3.530002474
,,,,,,2.326419568,2.326419568,3.530002474,3.530002474
,,,,,,2.326419568,2.326419568,3.557511335,3.557511335
,,,,,,2.326419568,2.326419568,3.557511335,3.557511335
,,,,,,2.326419568,2.326419568,3.557511335,3.557511335
,,,,,,2.326419568,2.326419568,3.570482897,3.570482897
,,,,,,2.326419568,2.326419568,3.580319858,3.580319858
,,,,,,2.326419568,2.326419568,3.580319858,3.580319858
,,,,,,2.326419568,2.326419568,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.370692867,2.370692867,3.580319858,3.580319858
,,,,,,2.396566327,2.396566327,3.580319858,3.580319858
,,,,,,2.396566327,2.396566327,3.580319858,3.580319858
,,,,,,2.396566327,2.396566327,3.596151566,3.596151566
,,,,,,2.406430715,2.406430715,3.596151566,3.596151566
,,,,,,2.406430715,2.406430715,3.596151566,3.596151566
,,,,,,2.406430715,2.406430715,3.596151566,3.596151566
,,,,,,2.406430715,2.406430715,3.596151566,3.596151566
,,,,,,2.406430715,2.406430715,3.600413182,3.600413182
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.406430715,2.406430715,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.610243999,3.610243999
,,,,,,2.413051887,2.413051887,3.615289305,3.615289305
,,,,,,2.413051887,2.413051887,3.615289305,3.615289305
,,,,,,2.413051887,2.413051887,3.655143939,3.655143939
,,,,,,2.413051887,2.413051887,3.655143939,3.655143939
,,,,,,2.413051887,2.413051887,3.655143939,3.655143939
,,,,,,2.413051887,2.413051887,3.655143939,3.655143939
,,,,,,2.413051887,2.413051887,3.655143939,3.655143939
,,,,,,2.415906072,2.415906072,3.655143939,3.655143939
,,,,,,2.435070212,2.435070212,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.446792009,2.446792009,3.655143939,3.655143939
,,,,,,2.463482964,2.463482964,3.655143939,3.655143939
,,,,,,2.464650275,2.464650275,3.655143939,3.655143939
,,,,,,2.464650275,2.464650275,3.655143939,3.655143939
,,,,,,2.469525577,2.469525577,3.655143939,3.655143939
,,,,,,2.469525577,2.469525577,3.702069716,3.702069716
,,,,,,2.469525577,2.469525577,3.702069716,3.702069716
,,,,,,2.483688381,2.483688381,3.713865842,3.713865842
,,,,,,2.483688381,2.483688381,3.721488315,3.721488315
,,,,,,2.483688381,2.483688381,3.724748606,3.724748606
,,,,,,2.483688381,2.483688381,3.724748606,3.724748606
,,,,,,2.484660307,2.484660307,3.724748606,3.724748606
,,,,,,2.484660307,2.484660307,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.724748606,3.724748606
,,,,,,2.486828346,2.486828346,3.768813755,3.768813755
,,,,,,2.486828346,2.486828346,3.768813755,3.768813755
,,,,,,2.486828346,2.486828346,3.796740807,3.796740807
,,,,,,2.486828346,2.486828346,3.796740807,3.796740807
,,,,,,2.486828346,2.486828346,3.796740807,3.796740807
,,,,,,2.486828346,2.486828346,3.796740807,3.796740807
,,,,,,2.486828346,2.486828346,3.796900606,3.796900606
,,,,,,2.486828346,2.486828346,3.806069286,3.806069286
,,,,,,2.493524797,2.493524797,3.810647145,3.810647145
,,,,,,2.493524797,2.493524797,3.810647145,3.810647145
,,,,,,2.493524797,2.493524797,3.815225088,3.815225088
,,,,,,2.493524797,2.493524797,3.815225088,3.815225088
,,,,,,2.519108638,2.519108638,3.815225088,3.815225088
,,,,,,2.55904716,2.55904716,3.815225088,3.815225088
,,,,,,2.55904716,2.55904716,3.815225088,3.815225088
,,,,,,2.570598755,2.570598755,3.815225088,3.815225088
,,,,,,2.570598755,2.570598755,3.815225088,3.815225088
,,,,,,2.573380523,2.573380523,3.815225088,3.815225088
,,,,,,2.573380523,2.573380523,3.815225088,3.815225088
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.825300055,3.825300055
,,,,,,2.573380523,2.573380523,3.832192382,3.832192382
,,,,,,2.573380523,2.573380523,3.832192382,3.832192382
,,,,,,2.583264355,2.583264355,3.8384925,3.8384925
,,,,,,2.583264355,2.583264355,3.845136472,3.845136472
,,,,,,2.583264355,2.583264355,3.845136472,3.845136472
,,,,,,2.583264355,2.583264355,3.847269459,3.847269459
,,,,,,2.595254831,2.595254831,3.863753147,3.863753147
,,,,,,2.60078263,2.60078263,3.863753147,3.863753147
,,,,,,2.622658744,2.622658744,3.863753147,3.863753147
,,,,,,2.622658744,2.622658744,3.868875381,3.868875381
,,,,,,2.62744161,2.62744161,3.887992191,3.887992191
,,,,,,2.62744161,2.62744161,3.887992191,3.887992191
,,,,,,2.631893724,2.631893724,3.934574117,3.934574117
,,,,,,2.631893724,2.631893724,3.934574117,3.934574117
,,,,,,2.631893724,2.631893724,3.934574117,3.934574117
,,,,,,2.631893724,2.631893724,3.934574117,3.934574117
,,,,,,2.631893724,2.631893724,3.934574117,3.934574117
,,,,,,2.631893724,2.631893724,3.93485184,3.93485184
,,,,,,2.631893724,2.631893724,3.93485184,3.93485184
,,,,,,2.631893724,2.631893724,3.942627292,3.942627292
,,,,,,2.631893724,2.631893724,3.942627292,3.942627292
,,,,,,2.633659761,2.633659761,3.942627292,3.942627292
,,,,,,2.633659761,2.633659761,3.965842932,3.965842932
,,,,,,2.633659761,2.633659761,3.977422009,3.977422009
,,,,,,2.633659761,2.633659761,3.977422009,3.977422009
,,,,,,2.633659761,2.633659761,3.977422009,3.977422009
,,,,,,2.633659761,2.633659761,3.99467095,3.99467095
,,,,,,2.633659761,2.633659761,3.99467095,3.99467095
,,,,,,2.633659761,2.633659761,3.997950904,3.997950904
,,,,,,2.633659761,2.633659761,3.997950904,3.997950904
,,,,,,2.655636658,2.655636658,4.003394055,4.003394055
,,,,,,2.655636658,2.655636658,4.003394055,4.003394055
,,,,,,2.661877518,2.661877518,4.003394055,4.003394055
,,,,,,2.661877518,2.661877518,4.003394055,4.003394055
,,,,,,2.661877518,2.661877518,4.003394055,4.003394055
,,,,,,2.661877518,2.661877518,4.003394055,4.003394055
,,,,,,2.661877518,2.661877518,4.003394055,4.003394055
,,,,,,2.696447296,2.696447296,4.003394055,4.003394055
,,,,,,2.696447296,2.696447296,4.003394055,4.003394055
,,,,,,2.696447296,2.696447296,4.003394055,4.003394055
,,,,,,2.696447296,2.696447296,4.127841476,4.127841476
,,,,,,2.696447296,2.696447296,4.198104019,4.198104019
,,,,,,2.69793327,2.69793327,4.272343734,4.272343734
,,,,,,2.707588816,2.707588816,4.273170979,4.273170979
,,,,,,2.707588816,2.707588816,4.273170979,4.273170979
,,,,,,2.723195708,2.723195708,4.274148066,4.274148066
,,,,,,2.723195708,2.723195708,4.274148066,4.274148066
,,,,,,2.723195708,2.723195708,4.274458798,4.274458798
,,,,,,2.740384895,2.740384895,4.277034538,4.277034538
,,,,,,2.740384895,2.740384895,4.277993951,4.277993951
,,,,,,2.740384895,2.740384895,4.278239121,4.278239121
,,,,,,2.77840284,2.77840284,4.278269107,4.278269107
,,,,,,2.798020207,2.798020207,4.278678096,4.278678096
,,,,,,2.823586399,2.823586399,4.278678096,4.278678096
,,,,,,2.869834944,2.869834944,4.278735627,4.278735627
,,,,,,2.892054184,2.892054184,4.278756779,4.278756779
,,,,,,2.892054184,2.892054184,4.27930564,4.27930564
,,,,,,2.892054184,2.892054184,4.279336526,4.279336526
,,,,,,2.892054184,2.892054184,4.28027411,4.28027411
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.892054184,2.892054184,,
,,,,,,2.902782807,2.902782807,,
,,,,,,2.902782807,2.902782807,,
,,,,,,2.902782807,2.902782807,,
,,,,,,2.902782807,2.902782807,,
,,,,,,2.902782807,2.902782807,,
,,,,,,2.926466126,2.926466126,,
,,,,,,2.926466126,2.926466126,,
,,,,,,2.929628632,2.929628632,,
,,,,,,2.929628632,2.929628632,,
,,,,,,2.964581658,2.964581658,,
,,,,,,2.964581658,2.964581658,,
,,,,,,2.968917492,2.968917492,,
,,,,,,3.043476869,3.043476869,,
,,,,,,3.046571588,3.046571588,,
,,,,,,3.077117055,3.077117055,,
,,,,,,3.077117055,3.077117055,,
,,,,,,3.077117055,3.077117055,,
,,,,,,3.084220935,3.084220935,,
,,,,,,3.125966915,3.125966915,,
,,,,,,3.128899667,3.128899667,,
,,,,,,3.128899667,3.128899667,,
,,,,,,3.131849432,3.131849432,,
,,,,,,3.131849432,3.131849432,,
,,,,,,3.131849432,3.131849432,,
,,,,,,3.131849432,3.131849432,,
,,,,,,3.131849432,3.131849432,,
,,,,,,3.164614994,3.164614994,,
,,,,,,3.174518782,3.174518782,,
,,,,,,3.181661525,3.181661525,,
,,,,,,3.201281908,3.201281908,,
,,,,,,3.216264183,3.216264183,,
,,,,,,3.216264183,3.216264183,,
,,,,,,3.216264183,3.216264183,,
,,,,,,3.216264183,3.216264183,,
,,,,,,3.217123545,3.217123545,,
,,,,,,3.217123545,3.217123545,,
,,,,,,3.217123545,3.217123545,,
,,,,,,3.217123545,3.217123545,,
,,,,,,3.247300081,3.247300081,,
,,,,,,3.247300081,3.247300081,,
,,,,,,3.247300081,3.247300081,,
,,,,,,3.306022472,3.306022472,,
,,,,,,3.306022472,3.306022472,,
,,,,,,3.306022472,3.306022472,,
,,,,,,3.306022472,3.306022472,,
,,,,,,3.306022472,3.306022472,,
,,,,,,3.342156375,3.342156375,,
,,,,,,3.361334066,3.361334066,,
,,,,,,3.361334066,3.361334066,,
,,,,,,3.377038127,3.377038127,,
,,,,,,3.377038127,3.377038127,,
,,,,,,3.377038127,3.377038127,,
,,,,,,3.377038127,3.377038127,,
,,,,,,3.377914936,3.377914936,,
,,,,,,3.38109756,3.38109756,,
,,,,,,3.390247175,3.390247175,,
,,,,,,3.390247175,3.390247175,,
,,,,,,3.390247175,3.390247175,,
,,,,,,3.390247175,3.390247175,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.423011834,3.423011834,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.424678756,3.424678756,,
,,,,,,3.437990456,3.437990456,,
,,,,,,3.437990456,3.437990456,,
,,,,,,3.437990456,3.437990456,,
,,,,,,3.44095256,3.44095256,,
,,,,,,3.462201323,3.462201323,,
,,,,,,3.468341579,3.468341579,,
,,,,,,3.468341579,3.468341579,,
